IPM,Habitat,log_size_bin,iteration,n_plants,prop_plants
Deterministic,FF,pre-reproductive1,249,0.1611183228160032,0.03432611886193204
Deterministic,FF,pre-reproductive1,250,0.15754855226346653,0.03432611886193204
Deterministic,FF,pre-reproductive2,31,236.58132267901823,0.3810614736622193
Deterministic,FF,pre-reproductive2,32,231.20268109676798,0.3808699813756856
Deterministic,FF,pre-reproductive2,33,225.97062198550654,0.38071332875778696
Deterministic,FF,pre-reproductive2,34,220.87640892355455,0.3805851825608478
Deterministic,FF,pre-reproductive2,35,215.91259795985968,0.38048035904447275
Deterministic,FF,pre-reproductive2,36,211.07278899578967,0.38039461591547424
Deterministic,FF,pre-reproductive2,37,206.35142670106626,0.38032448173574096
Deterministic,FF,pre-reproductive2,38,201.7436410591818,0.38026711611388603
Deterministic,FF,pre-reproductive2,39,197.24511961754712,0.3802201951678583
Deterministic,FF,pre-reproductive2,40,192.85200510227705,0.38018181771892257
Deterministic,FF,pre-reproductive2,41,188.56081332562198,0.38015042848353836
Deterministic,FF,pre-reproductive2,42,184.36836732871052,0.38012475519577454
Deterministic,FF,pre-reproductive2,43,180.2717445140552,0.38010375714223305
Deterministic,FF,pre-reproductive2,44,176.26823417170925,0.38008658304380283
Deterministic,FF,pre-reproductive2,45,172.35530332247987,0.38007253659057266
Deterministic,FF,pre-reproductive2,46,168.53056921718112,0.38006104824186804
Deterministic,FF,pre-reproductive2,47,164.79177716332381,0.38005165215427184
Deterministic,FF,pre-reproductive2,48,161.1367826165304,0.38004396730631307
Deterministic,FF,pre-reproductive2,49,157.56353668663488,0.38003768205726474
Deterministic,FF,pre-reproductive2,50,154.07007437852968,0.38003254151579263
Deterministic,FF,pre-reproductive2,51,150.65450502387637,0.3800283372075051
Deterministic,FF,pre-reproductive2,52,147.31500446861153,0.3800248986232458
Deterministic,FF,pre-reproductive2,53,144.04980866821472,0.38002208630595413
Deterministic,FF,pre-reproductive2,54,140.85720841231324,0.3800197861961207
Deterministic,FF,pre-reproductive2,55,137.73554495587388,0.3800179050067732
Deterministic,FF,pre-reproductive2,56,134.68320637875854,0.38001636644059433
Deterministic,FF,pre-reproductive2,57,131.6986245310371,0.38001510809587036
Deterministic,FF,pre-reproductive2,58,128.78027244993257,0.3800140789358615
Deterministic,FF,pre-reproductive2,59,125.9266621570585,0.3800132372190109
Deterministic,FF,pre-reproductive2,60,123.13634276282924,0.3800125488060839
Deterministic,FF,pre-reproductive2,61,120.40789881949861,0.3800119857755997
Deterministic,FF,pre-reproductive2,62,117.73994887594083,0.3800115252914168
Deterministic,FF,pre-reproductive2,63,115.13114419661139,0.38001114867655433
Deterministic,FF,pre-reproductive2,64,112.58016761458545,0.38001084065569085
Deterministic,FF,pre-reproductive2,65,110.08573249453721,0.3800105887356227
Deterministic,FF,pre-reproductive2,66,107.6465817862972,0.3800103826985569
Deterministic,FF,pre-reproductive2,67,105.26148715344354,0.38001021418768927
Deterministic,FF,pre-reproductive2,68,102.92924816443778,0.3800100763682605
Deterministic,FF,pre-reproductive2,69,100.6486915362613,0.3800099636503437
Deterministic,FF,pre-reproductive2,70,98.4186704224644,0.3800098714621206
Deterministic,FF,pre-reproductive2,71,96.2380637391061,0.38000979606445195
Deterministic,FF,pre-reproductive2,72,94.10577552331625,0.38000973439921865
Deterministic,FF,pre-reproductive2,73,92.02073432021517,0.3800096839652866
Deterministic,FF,pre-reproductive2,74,89.98189259472959,0.38000964271706095
Deterministic,FF,pre-reproductive2,75,87.98822616548819,0.3800096089815179
Deterministic,FF,pre-reproductive2,76,86.03873365849539,0.38000958139034685
Deterministic,FF,pre-reproductive2,77,84.13243597869645,0.38000955882445214
Deterministic,FF,pre-reproductive2,78,82.26837579787842,0.3800095403685629
Deterministic,FF,pre-reproductive2,79,80.4456170576186,0.38000952527410947
Deterministic,FF,pre-reproductive2,80,78.6632444862056,0.38000951292886187
Deterministic,FF,pre-reproductive2,81,76.92036312863085,0.3800095028320977
Deterministic,FF,pre-reproductive2,82,75.21609788888689,0.38000949457429267
Deterministic,FF,pre-reproductive2,83,73.54959308392071,0.3800094878205108
Deterministic,FF,pre-reproductive2,84,71.92001200868052,0.3800094822968191
Deterministic,FF,pre-reproductive2,85,70.32653651176793,0.3800094777791767
Deterministic,FF,pre-reproductive2,86,68.76836658126655,0.38000947408434865
Deterministic,FF,pre-reproductive2,87,67.24471994036624,0.3800094710624726
Deterministic,FF,pre-reproductive2,88,65.75483165244235,0.3800094685909815
Deterministic,FF,pre-reproductive2,89,64.29795373528093,0.3800094665696318
Deterministic,FF,pre-reproductive2,90,62.873354784168086,0.38000946491643767
Deterministic,FF,pre-reproductive2,91,61.48031960358362,0.3800094635643457
Deterministic,FF,pre-reproductive2,92,60.118148847257565,0.38000946245851497
Deterministic,FF,pre-reproductive2,93,58.78615866636374,0.38000946155409315
Deterministic,FF,pre-reproductive2,94,57.48368036563769,0.3800094608143968
Deterministic,FF,pre-reproductive2,95,56.21006006721726,0.380009460209424
Deterministic,FF,pre-reproductive2,96,54.96465838201421,0.3800094597146371
Deterministic,FF,pre-reproductive2,97,53.746850088433156,0.38000945930996743
Deterministic,FF,pre-reproductive2,98,52.55602381826203,0.3800094589790016
Deterministic,FF,pre-reproductive2,99,51.39158174956431,0.38000945870831593
Deterministic,FF,pre-reproductive2,100,50.252939306409544,0.380009458486931
Deterministic,FF,pre-reproductive2,101,49.13952486528385,0.3800094583058678
Deterministic,FF,pre-reproductive2,102,48.05077946802686,0.3800094581577823
Deterministic,FF,pre-reproductive2,103,46.98615654114631,0.380009458036668
Deterministic,FF,pre-reproductive2,104,45.945121621365416,0.38000945793761287
Deterministic,FF,pre-reproductive2,105,44.92715208726212,0.38000945785659884
Deterministic,FF,pre-reproductive2,106,43.931736896863136,0.38000945779034023
Deterministic,FF,pre-reproductive2,107,42.958376331058915,0.3800094577361496
Deterministic,FF,pre-reproductive2,108,42.006581742709365,0.38000945769182887
Deterministic,FF,pre-reproductive2,109,41.075875311312856,0.3800094576555804
Deterministic,FF,pre-reproductive2,110,40.165789803114535,0.38000945762593397
Deterministic,FF,pre-reproductive2,111,39.2758683365326,0.38000945760168725
Deterministic,FF,pre-reproductive2,112,38.40566415278411,0.38000945758185656
Deterministic,FF,pre-reproductive2,113,37.55474039159487,0.3800094575656377
Deterministic,FF,pre-reproductive2,114,36.72266987188002,0.380009457552373
Deterministic,FF,pre-reproductive2,115,35.909034877285244,0.3800094575415241
Deterministic,FF,pre-reproductive2,116,35.113426946480445,0.38000945753265125
Deterministic,FF,pre-reproductive2,117,34.33544666810051,0.3800094575253943
Deterministic,FF,pre-reproductive2,118,33.57470348023001,0.3800094575194592
Deterministic,FF,pre-reproductive2,119,32.830815474331054,0.380009457514605
Deterministic,FF,pre-reproductive2,120,32.10340920351567,0.380009457510635
Deterministic,FF,pre-reproductive2,121,31.392119495066606,0.380009457507388
Deterministic,FF,pre-reproductive2,122,30.696589267112053,0.3800094575047324
Deterministic,FF,pre-reproductive2,123,30.016469349362453,0.38000945750256054
Deterministic,FF,pre-reproductive2,124,29.3514183078192,0.3800094575007842
Deterministic,FF,pre-reproductive2,125,28.70110227336732,0.38000945749933135
Deterministic,FF,pre-reproductive2,126,28.065194774165928,0.38000945749814313
Deterministic,FF,pre-reproductive2,127,27.443376571752406,0.3800094574971714
Deterministic,FF,pre-reproductive2,128,26.835335500777912,0.38000945749637655
Deterministic,FF,pre-reproductive2,129,26.24076631229382,0.3800094574957265
Deterministic,FF,pre-reproductive2,130,25.659370520510393,0.38000945749519494
Deterministic,FF,pre-reproductive2,131,25.09085625295069,0.3800094574947601
Deterministic,FF,pre-reproductive2,132,24.53493810392456,0.38000945749440446
Deterministic,FF,pre-reproductive2,133,23.991336991249113,0.38000945749411363
Deterministic,FF,pre-reproductive2,134,23.45978001614372,0.38000945749387577
Deterministic,FF,pre-reproductive2,135,22.94000032622923,0.3800094574936812
Deterministic,FF,pre-reproductive2,136,22.43173698156263,0.3800094574935221
Deterministic,FF,pre-reproductive2,137,21.93473482363984,0.380009457493392
Deterministic,FF,pre-reproductive2,138,21.448744347300973,0.3800094574932856
Deterministic,FF,pre-reproductive2,139,20.973521575473633,0.3800094574931985
Deterministic,FF,pre-reproductive2,140,20.508827936691475,0.38000945749312726
Deterministic,FF,pre-reproductive2,141,20.054430145326474,0.3800094574930691
Deterministic,FF,pre-reproductive2,142,19.61010008447479,0.38000945749302145
Deterministic,FF,pre-reproductive2,143,19.175614691437456,0.3800094574929825
Deterministic,FF,pre-reproductive2,144,18.75075584573836,0.3800094574929506
Deterministic,FF,pre-reproductive2,145,18.335310259623363,0.38000945749292453
Deterministic,FF,pre-reproductive2,146,17.929069370985488,0.38000945749290327
Deterministic,FF,pre-reproductive2,147,17.53182923866252,0.3800094574928858
Deterministic,FF,pre-reproductive2,148,17.143390440054418,0.3800094574928716
Deterministic,FF,pre-reproductive2,149,16.763557971009106,0.38000945749285997
Deterministic,FF,pre-reproductive2,150,16.392141147926438,0.3800094574928504
Deterministic,FF,pre-reproductive2,151,16.028953512031173,0.38000945749284265
Deterministic,FF,pre-reproductive2,152,15.67381273576687,0.3800094574928362
Deterministic,FF,pre-reproductive2,153,15.326540531263776,0.38000945749283105
Deterministic,FF,pre-reproductive2,154,14.98696256083469,0.38000945749282683
Deterministic,FF,pre-reproductive2,155,14.654908349453905,0.3800094574928233
Deterministic,FF,pre-reproductive2,156,14.330211199175299,0.38000945749282045
Deterministic,FF,pre-reproductive2,157,14.01270810544658,0.3800094574928181
Deterministic,FF,pre-reproductive2,158,13.702239675277694,0.38000945749281617
Deterministic,FF,pre-reproductive2,159,13.398650047222318,0.3800094574928146
Deterministic,FF,pre-reproductive2,160,13.101786813132248,0.3800094574928134
Deterministic,FF,pre-reproductive2,161,12.811500941645424,0.38000945749281234
Deterministic,FF,pre-reproductive2,162,12.527646703369152,0.3800094574928114
Deterministic,FF,pre-reproductive2,163,12.250081597721016,0.38000945749281073
Deterministic,FF,pre-reproductive2,164,11.978666281390677,0.3800094574928102
Deterministic,FF,pre-reproductive2,165,11.713264498386716,0.38000945749280973
Deterministic,FF,pre-reproductive2,166,11.45374301163336,0.38000945749280934
Deterministic,FF,pre-reproductive2,167,11.199971536082773,0.380009457492809
Deterministic,FF,pre-reproductive2,168,10.95182267330931,0.38000945749280873
Deterministic,FF,pre-reproductive2,169,10.709171847552943,0.3800094574928085
Deterministic,FF,pre-reproductive2,170,10.471897243179685,0.38000945749280834
Deterministic,FF,pre-reproductive2,171,10.23987974352768,0.3800094574928082
Deterministic,FF,pre-reproductive2,172,10.01300287110823,0.38000945749280807
Deterministic,FF,pre-reproductive2,173,9.791152729131719,0.38000945749280807
Deterministic,FF,pre-reproductive2,174,9.574217944329128,0.3800094574928079
Deterministic,FF,pre-reproductive2,175,9.362089611040396,0.38000945749280785
Deterministic,FF,pre-reproductive2,176,9.154661236541564,0.3800094574928078
Deterministic,FF,pre-reproductive2,177,8.951828687583271,0.38000945749280773
Deterministic,FF,pre-reproductive2,178,8.753490138113753,0.38000945749280773
Deterministic,FF,pre-reproductive2,179,8.559546018160097,0.3800094574928077
Deterministic,FF,pre-reproductive2,180,8.369898963842104,0.3800094574928077
Deterministic,FF,pre-reproductive2,181,8.18445376849364,0.3800094574928076
Deterministic,FF,pre-reproductive2,182,8.003117334866959,0.3800094574928077
Deterministic,FF,pre-reproductive2,183,7.825798628396001,0.3800094574928077
Deterministic,FF,pre-reproductive2,184,7.652408631495194,0.3800094574928076
Deterministic,FF,pre-reproductive2,185,7.48286029887082,0.3800094574928076
Deterministic,FF,pre-reproductive2,186,7.3170685138225124,0.3800094574928077
Deterministic,FF,pre-reproductive2,187,7.154950045512945,0.3800094574928076
Deterministic,FF,pre-reproductive2,188,6.99642350718427,0.38000945749280757
Deterministic,FF,pre-reproductive2,189,6.84140931530031,0.3800094574928076
Deterministic,FF,pre-reproductive2,190,6.689829649594013,0.3800094574928076
Deterministic,FF,pre-reproductive2,191,6.5416084140000965,0.38000945749280757
Deterministic,FF,pre-reproductive2,192,6.396671198453285,0.38000945749280757
Deterministic,FF,pre-reproductive2,193,6.2549452415329485,0.38000945749280757
Deterministic,FF,pre-reproductive2,194,6.116359393935386,0.3800094574928076
Deterministic,FF,pre-reproductive2,195,5.98084408275544,0.38000945749280757
Deterministic,FF,pre-reproductive2,196,5.848331276559489,0.38000945749280757
Deterministic,FF,pre-reproductive2,197,5.718754451232285,0.38000945749280757
Deterministic,FF,pre-reproductive2,198,5.592048556580498,0.3800094574928075
Deterministic,FF,pre-reproductive2,199,5.468149983676204,0.38000945749280757
Deterministic,FF,pre-reproductive2,200,5.346996532923908,0.38000945749280757
Deterministic,FF,pre-reproductive2,201,5.228527382835092,0.3800094574928075
Deterministic,FF,pre-reproductive2,202,5.112683059494591,0.38000945749280757
Deterministic,FF,pre-reproductive2,203,4.999405406703483,0.3800094574928075
Deterministic,FF,pre-reproductive2,204,4.8886375567834985,0.38000945749280757
Deterministic,FF,pre-reproductive2,205,4.780323902028291,0.38000945749280757
Deterministic,FF,pre-reproductive2,206,4.674410066787246,0.38000945749280757
Deterministic,FF,pre-reproductive2,207,4.5708428801677945,0.38000945749280757
Deterministic,FF,pre-reproductive2,208,4.469570349342554,0.3800094574928076
Deterministic,FF,pre-reproductive2,209,4.3705416334478695,0.3800094574928077
Deterministic,FF,pre-reproductive2,210,4.273707018060674,0.3800094574928076
Deterministic,FF,pre-reproductive2,211,4.179017890240837,0.3800094574928076
Deterministic,FF,pre-reproductive2,212,4.0864267141264845,0.3800094574928076
Deterministic,FF,pre-reproductive2,213,3.9958870070700314,0.3800094574928076
Deterministic,FF,pre-reproductive2,214,3.9073533163029515,0.38000945749280757
Deterministic,FF,pre-reproductive2,215,3.8207811961175664,0.3800094574928076
Deterministic,FF,pre-reproductive2,216,3.7361271855543956,0.38000945749280757
Deterministic,FF,pre-reproductive2,217,3.653348786583878,0.38000945749280757
Deterministic,FF,pre-reproductive2,218,3.572404442771497,0.3800094574928075
Deterministic,FF,pre-reproductive2,219,3.49325351841561,0.3800094574928076
Deterministic,FF,pre-reproductive2,220,3.4158562781475,0.3800094574928076
Deterministic,FF,pre-reproductive2,221,3.340173866983415,0.38000945749280757
Deterministic,FF,pre-reproductive2,222,3.2661682908185816,0.38000945749280757
Deterministic,FF,pre-reproductive2,223,3.1938023973533904,0.38000945749280757
Deterministic,FF,pre-reproductive2,224,3.12303985744219,0.38000945749280757
Deterministic,FF,pre-reproductive2,225,3.0538451468553185,0.3800094574928075
Deterministic,FF,pre-reproductive2,226,2.9861835284452227,0.3800094574928076
Deterministic,FF,pre-reproductive2,227,2.9200210347077014,0.38000945749280757
Deterministic,FF,pre-reproductive2,228,2.855324450729533,0.38000945749280757
Deterministic,FF,pre-reproductive2,229,2.792061297513915,0.3800094574928076
Deterministic,FF,pre-reproductive2,230,2.7301998156753484,0.38000945749280757
Deterministic,FF,pre-reproductive2,231,2.669708949495783,0.38000945749280757
Deterministic,FF,pre-reproductive2,232,2.6105583313340164,0.38000945749280757
Deterministic,FF,pre-reproductive2,233,2.552718266380524,0.3800094574928076
Deterministic,FF,pre-reproductive2,234,2.4961597177500603,0.3800094574928076
Deterministic,FF,pre-reproductive2,235,2.4408542919045564,0.38000945749280757
Deterministic,FF,pre-reproductive2,236,2.386774224398987,0.3800094574928076
Deterministic,FF,pre-reproductive2,237,2.3338923659430546,0.3800094574928076
Deterministic,FF,pre-reproductive2,238,2.282182168771699,0.38000945749280757
Deterministic,FF,pre-reproductive2,239,2.2316176733175777,0.38000945749280757
Deterministic,FF,pre-reproductive2,240,2.1821734951788376,0.38000945749280757
Deterministic,FF,pre-reproductive2,241,2.133824812375632,0.38000945749280757
Deterministic,FF,pre-reproductive2,242,2.086547352888982,0.38000945749280757
Deterministic,FF,pre-reproductive2,243,2.040317382475731,0.38000945749280757
Deterministic,FF,pre-reproductive2,244,1.9951116927534747,0.38000945749280757
Deterministic,FF,pre-reproductive2,245,1.9509075895494812,0.3800094574928075
Deterministic,FF,pre-reproductive2,246,1.9076828815077569,0.38000945749280757
Deterministic,FF,pre-reproductive2,247,1.8654158689485354,0.38000945749280757
Deterministic,FF,pre-reproductive2,248,1.8240853329745994,0.3800094574928076
Deterministic,FF,pre-reproductive2,249,1.7836705248189622,0.38000945749280746
Deterministic,FF,pre-reproductive2,250,1.7441511554285687,0.3800094574928075
Deterministic,FF,reproductive1,31,277.13916540314716,0.44638798017594655
Deterministic,FF,reproductive1,32,271.0339386110568,0.4464857010363405
Deterministic,FF,reproductive1,33,265.0568623267782,0.44656548483985875
Deterministic,FF,reproductive1,34,259.2065503581209,0.4466306418588864
Deterministic,FF,reproductive1,35,253.48134711426394,0.4466838659365388
Deterministic,FF,reproductive1,36,247.87939667191714,0.4467273509720586
Deterministic,FF,reproductive1,37,242.39869668947807,0.446762884878898
Deterministic,FF,reproductive1,38,237.03714055691353,0.44679192552600655
Deterministic,FF,reproductive1,39,231.79255037636858,0.4468156622249739
Deterministic,FF,reproductive1,40,226.66270277199223,0.44683506558948616
Deterministic,FF,reproductive1,41,221.64534907561097,0.446850928018498
Deterministic,FF,reproductive1,42,216.73823109044156,0.4468638966028833
Deterministic,FF,reproductive1,43,211.93909337095025,0.446874499898878
Deterministic,FF,reproductive1,44,207.2456927534033,0.4468831697289989
Deterministic,FF,reproductive1,45,202.65580571398615,0.4468902589461253
Deterministic,FF,reproductive1,46,198.1672340087184,0.44689605591664316
Deterministic,FF,reproductive1,47,193.77780895361403,0.4469007963344331
Deterministic,FF,reproductive1,48,189.48539462849152,0.44690467286161856
Deterministic,FF,reproductive1,49,185.28789022886184,0.44690784299861774
Deterministic,FF,reproductive1,50,181.18323174385787,0.44691043551062537
Deterministic,FF,reproductive1,51,177.16939310147808,0.4469125556766251
Deterministic,FF,reproductive1,52,173.2443868933902,0.4469142895775762
Deterministic,FF,reproductive1,53,169.40626476853944,0.44691570760027366
Deterministic,FF,reproductive1,54,165.65311756655345,0.4469168673007685
Deterministic,FF,reproductive1,55,161.98307524743691,0.44691781574470285
Deterministic,FF,reproductive1,56,158.39430666251704,0.4469185914203194
Deterministic,FF,reproductive1,57,154.8850192024247,0.4469192258023113
Deterministic,FF,reproductive1,58,151.45345835058626,0.4469197446303355
Deterministic,FF,reproductive1,59,148.09790716487868,0.44692016895431946
Deterministic,FF,reproductive1,60,144.81668570545486,0.4469205159891419
Deterministic,FF,reproductive1,61,141.60815042304569,0.44692079981348437
Deterministic,FF,reproductive1,62,138.47069351909,0.44692103194128563
Deterministic,FF,reproductive1,63,135.40274228668702,0.44692122178903726
Deterministic,FF,reproductive1,64,132.40275843948612,0.4469213770579157
Deterministic,FF,reproductive1,65,129.4692374341274,0.4469215040462788
Deterministic,FF,reproductive1,66,126.60070779064954,0.44692160790522173
Deterministic,FF,reproductive1,67,123.79573041432658,0.4469216928475696
Deterministic,FF,reproductive1,68,121.05289792163293,0.4469217623187935
Deterministic,FF,reproductive1,69,118.37083397242876,0.4469218191367898
Deterministic,FF,reproductive1,70,115.7481926099739,0.4469218656061943
Deterministic,FF,reproductive1,71,113.18365760999271,0.4469219036118732
Deterministic,FF,reproductive1,72,110.67594183970553,0.4469219346953825
Deterministic,FF,reproductive1,73,108.22378662749848,0.44692196011750046
Deterministic,FF,reproductive1,74,105.82596114370962,0.44692198090936947
Deterministic,FF,reproductive1,75,103.48126179285579,0.4469219979143222
Deterministic,FF,reproductive1,76,101.18851161750325,0.4469220118220892
Deterministic,FF,reproductive1,77,98.946559713888945,0.44692202319677604
Deterministic,FF,reproductive1,78,96.75428065932392,0.44692203249974455
Deterministic,FF,reproductive1,79,94.61057395135138,0.44692204010832615
Deterministic,FF,reproductive1,80,92.5143634585854,0.4469220463311268
Deterministic,FF,reproductive1,81,90.46459688312095,0.4469220514205447
Deterministic,FF,reproductive1,82,88.46024523437819,0.44692205558300746
Deterministic,FF,reproductive1,83,86.50030231422305,0.44692205898734516
Deterministic,FF,reproductive1,84,84.58378421319075,0.4469220617716382
Deterministic,FF,reproductive1,85,82.70972881762727,0.4469220640488177
Deterministic,FF,reproductive1,86,80.87719532755557,0.44692206591124595
Deterministic,FF,reproductive1,87,79.0852637850684,0.4469220674344634
Deterministic,FF,reproductive1,88,77.33303461304506,0.44692206868025175
Deterministic,FF,reproductive1,89,75.61962816398885,0.4469220696991401
Deterministic,FF,reproductive1,90,73.94418427878097,0.4469220705324547
Deterministic,FF,reproductive1,91,72.30586185514662,0.4469220712139947
Deterministic,FF,reproductive1,92,70.70383842563157,0.44692207177140325
Deterministic,FF,reproductive1,93,69.13730974488813,0.44692207222728914
Deterministic,FF,reproductive1,94,67.60548938607275,0.44692207260014283
Deterministic,FF,reproductive1,95,66.10760834615984,0.44692207290508734
Deterministic,FF,reproductive1,96,64.64291465997943,0.4469220731544913
Deterministic,FF,reproductive1,97,63.210673022789635,0.4469220733584704
Deterministic,FF,reproductive1,98,61.810164421198074,0.446922073525298
Deterministic,FF,reproductive1,99,60.440685772250056,0.4469220736617408
Deterministic,FF,reproductive1,100,59.10154957050464,0.4469220737733327
Deterministic,FF,reproductive1,101,57.79208354292329,0.4469220738646
Deterministic,FF,reproductive1,102,56.51163031139949,0.44692207393924444
Deterministic,FF,reproductive1,103,55.25954706276104,0.4469220740002937
Deterministic,FF,reproductive1,104,54.03520522608023,0.44692207405022377
Deterministic,FF,reproductive1,105,52.83799015713107,0.44692207409106
Deterministic,FF,reproductive1,106,51.667300829835206,0.4469220741244585
Deterministic,FF,reproductive1,107,50.5225495345427,0.44692207415177404
Deterministic,FF,reproductive1,108,49.40316158299614,0.44692207417411445
Deterministic,FF,reproductive1,109,48.308575019830634,0.44692207419238594
Deterministic,FF,reproductive1,110,47.23824034046484,0.44692207420732966
Deterministic,FF,reproductive1,111,46.19162021524177,0.44692207421955155
Deterministic,FF,reproductive1,112,45.168189219681025,0.4469220742295474
Deterministic,FF,reproductive1,113,44.16743357070716,0.4469220742377227
Deterministic,FF,reproductive1,114,43.18885086872175,0.446922074244409
Deterministic,FF,reproductive1,115,42.23194984539003,0.4469220742498775
Deterministic,FF,reproductive1,116,41.29625011701519,0.44692207425435
Deterministic,FF,reproductive1,117,40.38128194337698,0.44692207425800795
Deterministic,FF,reproductive1,118,39.486585991913174,0.44692207426099967
Deterministic,FF,reproductive1,119,38.61171310712592,0.4469220742634463
Deterministic,FF,reproductive1,120,37.756224085097,0.44692207426544756
Deterministic,FF,reproductive1,121,36.91968945299889,0.4469220742670843
Deterministic,FF,reproductive1,122,36.10168925349095,0.44692207426842284
Deterministic,FF,reproductive1,123,35.301812833892626,0.44692207426951763
Deterministic,FF,reproductive1,124,34.519658640027565,0.44692207427041303
Deterministic,FF,reproductive1,125,33.754834014635485,0.44692207427114533
Deterministic,FF,reproductive1,126,33.006955000250336,0.4469220742717442
Deterministic,FF,reproductive1,127,32.27564614644601,0.4469220742722341
Deterministic,FF,reproductive1,128,31.560540321352644,0.44692207427263464
Deterministic,FF,reproductive1,129,30.861278527349054,0.4469220742729624
Deterministic,FF,reproductive1,130,30.177509720838692,0.44692207427323033
Deterministic,FF,reproductive1,131,29.508890636018698,0.44692207427344943
Deterministic,FF,reproductive1,132,28.855085612553513,0.44692207427362873
Deterministic,FF,reproductive1,133,28.215766427066622,0.4469220742737754
Deterministic,FF,reproductive1,134,27.590612128365777,0.44692207427389524
Deterministic,FF,reproductive1,135,26.97930887631903,0.44692207427399333
Deterministic,FF,reproductive1,136,26.381549784300596,0.4469220742740735
Deterministic,FF,reproductive1,137,25.797034765127595,0.4469220742741391
Deterministic,FF,reproductive1,138,25.22547038041018,0.4469220742741927
Deterministic,FF,reproductive1,139,24.666569693239545,0.44692207427423664
Deterministic,FF,reproductive1,140,24.12005212413976,0.44692207427427255
Deterministic,FF,reproductive1,141,23.585643310211214,0.4469220742743019
Deterministic,FF,reproductive1,142,23.06307496739487,0.4469220742743259
Deterministic,FF,reproductive1,143,22.55208475578822,0.4469220742743455
Deterministic,FF,reproductive1,144,22.052416147945358,0.4469220742743616
Deterministic,FF,reproductive1,145,21.563818300094997,0.4469220742743748
Deterministic,FF,reproductive1,146,21.086045926211792,0.4469220742743855
Deterministic,FF,reproductive1,147,20.61885917487781,0.44692207427439423
Deterministic,FF,reproductive1,148,20.162023508872238,0.44692207427440134
Deterministic,FF,reproductive1,149,19.71530958742897,0.4469220742744073
Deterministic,FF,reproductive1,150,19.27849315110285,0.4469220742744121
Deterministic,FF,reproductive1,151,18.85135490918692,0.44692207427441605
Deterministic,FF,reproductive1,152,18.433680429624026,0.4469220742744192
Deterministic,FF,reproductive1,153,18.025260031357586,0.4469220742744219
Deterministic,FF,reproductive1,154,17.625888679067433,0.446922074274424
Deterministic,FF,reproductive1,155,17.23536588023795,0.44692207427442576
Deterministic,FF,reproductive1,156,16.853495584506742,0.44692207427442726
Deterministic,FF,reproductive1,157,16.48008608524339,0.4469220742744284
Deterministic,FF,reproductive1,158,16.114949923308835,0.4469220742744293
Deterministic,FF,reproductive1,159,15.757903792947092,0.44692207427443015
Deterministic,FF,reproductive1,160,15.408768449762034,0.44692207427443087
Deterministic,FF,reproductive1,161,15.067368620733083,0.44692207427443137
Deterministic,FF,reproductive1,162,14.733532916224595,0.44692207427443176
Deterministic,FF,reproductive1,163,14.407093743944786,0.44692207427443215
Deterministic,FF,reproductive1,164,14.087887224811011,0.4469220742744324
Deterministic,FF,reproductive1,165,13.775753110679132,0.44692207427443265
Deterministic,FF,reproductive1,166,13.470534703895712,0.4469220742744328
Deterministic,FF,reproductive1,167,13.172078778632608,0.446922074274433
Deterministic,FF,reproductive1,168,12.880235503964503,0.44692207427443315
Deterministic,FF,reproductive1,169,12.594858368650739,0.4469220742744333
Deterministic,FF,reproductive1,170,12.315804107583707,0.44692207427443337
Deterministic,FF,reproductive1,171,12.042932629866863,0.4469220742744334
Deterministic,FF,reproductive1,172,11.77610694848625,0.4469220742744334
Deterministic,FF,reproductive1,173,11.515193111540244,0.4469220742744335
Deterministic,FF,reproductive1,174,11.260060134992983,0.44692207427443353
Deterministic,FF,reproductive1,175,11.010579936917727,0.4469220742744337
Deterministic,FF,reproductive1,176,10.766627273197125,0.4469220742744337
Deterministic,FF,reproductive1,177,10.528079674648144,0.4469220742744337
Deterministic,FF,reproductive1,178,10.294817385540043,0.4469220742744336
Deterministic,FF,reproductive1,179,10.066723303474578,0.44692207427443364
Deterministic,FF,reproductive1,180,9.84368292059822,0.44692207427443364
Deterministic,FF,reproductive1,181,9.625584266116887,0.4469220742744337
Deterministic,FF,reproductive1,182,9.412317850084337,0.4469220742744337
Deterministic,FF,reproductive1,183,9.203776608436003,0.4469220742744337
Deterministic,FF,reproductive1,184,8.999855849240655,0.4469220742744337
Deterministic,FF,reproductive1,185,8.800453200142925,0.4469220742744337
Deterministic,FF,reproductive1,186,8.605468556970319,0.4469220742744337
Deterministic,FF,reproductive1,187,8.414804033478882,0.4469220742744337
Deterministic,FF,reproductive1,188,8.228363912212327,0.4469220742744337
Deterministic,FF,reproductive1,189,8.046054596449926,0.44692207427443364
Deterministic,FF,reproductive1,190,7.867784563219066,0.44692207427443364
Deterministic,FF,reproductive1,191,7.693464317348854,0.4469220742744337
Deterministic,FF,reproductive1,192,7.523006346541727,0.4469220742744337
Deterministic,FF,reproductive1,193,7.35632507744051,0.4469220742744337
Deterministic,FF,reproductive1,194,7.193336832668849,0.44692207427443364
Deterministic,FF,reproductive1,195,7.03395978882348,0.4469220742744337
Deterministic,FF,reproductive1,196,6.878113935397211,0.44692207427443376
Deterministic,FF,reproductive1,197,6.725721034612035,0.44692207427443376
Deterministic,FF,reproductive1,198,6.576704582142176,0.44692207427443376
