IPM,Habitat,log_size_bin,iteration,n_plants,prop_plants
Deterministic,CF,pre-reproductive1,59,31.912844305409823,0.050220574019336
Deterministic,CF,pre-reproductive1,60,31.58550429939656,0.05022059664419699
Deterministic,CF,pre-reproductive1,61,31.261518458049583,0.05022061384513602
Deterministic,CF,pre-reproductive1,62,30.94085322654247,0.050220626878538614
Deterministic,CF,pre-reproductive1,63,30.623475199648464,0.05022063671906371
Deterministic,CF,pre-reproductive1,64,30.309351163331744,0.05022064412077828
Deterministic,CF,pre-reproductive1,65,29.99844812667557,0.05022064966548728
Deterministic,CF,pre-reproductive1,66,29.69073334614601,0.05022065380083298
Deterministic,CF,pre-reproductive1,67,29.386174343798718,0.050220656870246294
Deterministic,CF,pre-reproductive1,68,29.084738920716095,0.05022065913642888
Deterministic,CF,pre-reproductive1,69,28.78639516670172,0.050220660799713594
Deterministic,CF,pre-reproductive1,70,28.491111467048317,0.05022066201238242
Deterministic,CF,pre-reproductive1,71,28.198856507025496,0.05022066288980206
Deterministic,CF,pre-reproductive1,72,27.909599274597646,0.05022066351906141
Deterministic,CF,pre-reproductive1,73,27.623309061773362,0.050220663965653174
Deterministic,CF,pre-reproductive1,74,27.339955464901447,0.050220664278628493
Deterministic,CF,pre-reproductive1,75,27.059508384159734,0.05022066449456235
Deterministic,CF,pre-reproductive1,76,26.78193802242893,0.050220664640595374
Deterministic,CF,pre-reproductive1,77,26.50721488370076,0.05022066473676032
Deterministic,CF,pre-reproductive1,78,26.23530977113631,0.05022066479775582
Deterministic,CF,pre-reproductive1,79,25.96619378486415,0.05022066483429467
Deterministic,CF,pre-reproductive1,80,25.69983831958718,0.050220664854124894
Deterministic,CF,pre-reproductive1,81,25.436215062051392,0.05022066486280056
Deterministic,CF,pre-reproductive1,82,25.17529598841709,0.050220664864261154
Deterministic,CF,pre-reproductive1,83,24.917053361563784,0.05022066486126571
Deterministic,CF,pre-reproductive1,84,24.66145972835217,0.05022066485571605
Deterministic,CF,pre-reproductive1,85,24.40848791686137,0.05022066484889694
Deterministic,CF,pre-reproductive1,86,24.158111033614837,0.05022066484165313
Deterministic,CF,pre-reproductive1,87,23.91030246080501,0.05022066483451922
Deterministic,CF,pre-reproductive1,88,23.665035853524554,0.050220664827814274
Deterministic,CF,pre-reproductive1,89,23.42228513700964,0.05022066482171032
Deterministic,CF,pre-reproductive1,90,23.182024503899513,0.050220664816281346
Deterministic,CF,pre-reproductive1,91,22.944228411515294,0.05022066481153794
Deterministic,CF,pre-reproductive1,92,22.708871579160373,0.05022066480745177
Deterministic,CF,pre-reproductive1,93,22.475928985443744,0.05022066480397226
Deterministic,CF,pre-reproductive1,94,22.24537586562749,0.05022066480103786
Deterministic,CF,pre-reproductive1,95,22.01718770899906,0.050220664798583524
Deterministic,CF,pre-reproductive1,96,21.7913402562688,0.05022066479654537
Deterministic,CF,pre-reproductive1,97,21.567809496993025,0.05022066479486347
Deterministic,CF,pre-reproductive1,98,21.346571667022655,0.050220664793483354
Deterministic,CF,pre-reproductive1,99,21.127603245977504,0.05022066479235659
Deterministic,CF,pre-reproductive1,100,20.910880954746094,0.0502206647914409
Deterministic,CF,pre-reproductive1,101,20.696381753010883,0.050220664790699913
Deterministic,CF,pre-reproductive1,102,20.484082836798706,0.05022066479010264
Deterministic,CF,pre-reproductive1,103,20.27396163605631,0.05022066478962298
Deterministic,CF,pre-reproductive1,104,20.065995812250655,0.05022066478923912
Deterministic,CF,pre-reproductive1,105,19.860163255993847,0.050220664788932924
Deterministic,CF,pre-reproductive1,106,19.65644208469243,0.050220664788689424
Deterministic,CF,pre-reproductive1,107,19.45481064022081,0.050220664788496405
Deterministic,CF,pre-reproductive1,108,19.255247486618536,0.05022066478834383
Deterministic,CF,pre-reproductive1,109,19.05773140781123,0.05022066478822355
Deterministic,CF,pre-reproductive1,110,18.862241405354936,0.05022066478812899
Deterministic,CF,pre-reproductive1,111,18.668756696203612,0.05022066478805488
Deterministic,CF,pre-reproductive1,112,18.477256710499496,0.05022066478799693
Deterministic,CF,pre-reproductive1,113,18.28772108938624,0.05022066478795174
Deterministic,CF,pre-reproductive1,114,18.100129682844408,0.050220664787916605
Deterministic,CF,pre-reproductive1,115,17.914462547549224,0.05022066478788934
Deterministic,CF,pre-reproductive1,116,17.730699944750327,0.05022066478786827
Deterministic,CF,pre-reproductive1,117,17.548822338173217,0.050220664787852004
Deterministic,CF,pre-reproductive1,118,17.368810391942308,0.050220664787839486
Deterministic,CF,pre-reproductive1,119,17.19064496852525,0.05022066478782991
Deterministic,CF,pre-reproductive1,120,17.01430712669832,0.05022066478782257
Deterministic,CF,pre-reproductive1,121,16.839778119532763,0.05022066478781696
Deterministic,CF,pre-reproductive1,122,16.667039392401723,0.050220664787812716
Deterministic,CF,pre-reproductive1,123,16.496072581007628,0.050220664787809496
Deterministic,CF,pre-reproductive1,124,16.32685950942986,0.05022066478780706
Deterministic,CF,pre-reproductive1,125,16.159382188192396,0.05022066478780524
Deterministic,CF,pre-reproductive1,126,15.993622812351298,0.05022066478780388
Deterministic,CF,pre-reproductive1,127,15.829563759601836,0.05022066478780286
Deterministic,CF,pre-reproductive1,128,15.667187588404987,0.05022066478780209
Deterministic,CF,pre-reproductive1,129,15.50647703613321,0.05022066478780154
Deterministic,CF,pre-reproductive1,130,15.347415017235187,0.05022066478780114
Deterministic,CF,pre-reproductive1,131,15.189984621419407,0.05022066478780084
Deterministic,CF,pre-reproductive1,132,15.034169111856412,0.05022066478780062
Deterministic,CF,pre-reproductive1,133,14.879951923399448,0.05022066478780047
Deterministic,CF,pre-reproductive1,134,14.72731666082338,0.050220664787800365
Deterministic,CF,pre-reproductive1,135,14.576247097081673,0.05022066478780029
Deterministic,CF,pre-reproductive1,136,14.426727171581256,0.05022066478780023
Deterministic,CF,pre-reproductive1,137,14.278740988475084,0.050220664787800205
Deterministic,CF,pre-reproductive1,138,14.132272814972191,0.05022066478780018
Deterministic,CF,pre-reproductive1,139,13.987307079665124,0.05022066478780018
Deterministic,CF,pre-reproductive1,140,13.843828370874471,0.05022066478780016
Deterministic,CF,pre-reproductive1,141,13.701821435010444,0.05022066478780014
Deterministic,CF,pre-reproductive1,142,13.561271174951207,0.05022066478780015
Deterministic,CF,pre-reproductive1,143,13.422162648437867,0.05022066478780015
Deterministic,CF,pre-reproductive1,144,13.28448106648592,0.050220664787800136
Deterministic,CF,pre-reproductive1,145,13.148211791813011,0.050220664787800136
Deterministic,CF,pre-reproductive1,146,13.013340337282791,0.05022066478780013
Deterministic,CF,pre-reproductive1,147,12.879852364364757,0.050220664787800136
Deterministic,CF,pre-reproductive1,148,12.747733681609889,0.05022066478780015
Deterministic,CF,pre-reproductive1,149,12.616970243141916,0.05022066478780015
Deterministic,CF,pre-reproductive1,150,12.487548147164073,0.05022066478780017
Deterministic,CF,pre-reproductive1,151,12.359453634481145,0.05022066478780015
Deterministic,CF,pre-reproductive1,152,12.23267308703672,0.05022066478780015
Deterministic,CF,pre-reproductive1,153,12.107193026465394,0.05022066478780015
Deterministic,CF,pre-reproductive1,154,11.98300011265986,0.05022066478780016
Deterministic,CF,pre-reproductive1,155,11.860081142352692,0.05022066478780016
Deterministic,CF,pre-reproductive1,156,11.738423047712661,0.05022066478780016
Deterministic,CF,pre-reproductive1,157,11.618012894955472,0.05022066478780014
Deterministic,CF,pre-reproductive1,158,11.498837882968735,0.05022066478780016
Deterministic,CF,pre-reproductive1,159,11.380885341951036,0.05022066478780016
Deterministic,CF,pre-reproductive1,160,11.264142732064998,0.05022066478780015
Deterministic,CF,pre-reproductive1,161,11.14859764210413,0.050220664787800164
Deterministic,CF,pre-reproductive1,162,11.034237788173344,0.050220664787800164
Deterministic,CF,pre-reproductive1,163,10.921051012383048,0.050220664787800164
Deterministic,CF,pre-reproductive1,164,10.809025281556591,0.05022066478780014
Deterministic,CF,pre-reproductive1,165,10.698148685951006,0.05022066478780015
Deterministic,CF,pre-reproductive1,166,10.588409437990823,0.05022066478780016
Deterministic,CF,pre-reproductive1,167,10.479795871014927,0.05022066478780016
Deterministic,CF,pre-reproductive1,168,10.372296438036242,0.050220664787800164
Deterministic,CF,pre-reproductive1,169,10.265899710514129,0.05022066478780017
Deterministic,CF,pre-reproductive1,170,10.160594377139399,0.05022066478780016
Deterministic,CF,pre-reproductive1,171,10.05636924263178,0.05022066478780016
Deterministic,CF,pre-reproductive1,172,9.95321322654971,0.050220664787800164
Deterministic,CF,pre-reproductive1,173,9.85111536211235,0.05022066478780016
Deterministic,CF,pre-reproductive1,174,9.750064795033687,0.050220664787800164
Deterministic,CF,pre-reproductive1,175,9.650050782368567,0.05022066478780017
Deterministic,CF,pre-reproductive1,176,9.551062691370598,0.05022066478780017
Deterministic,CF,pre-reproductive1,177,9.45308999836176,0.050220664787800164
Deterministic,CF,pre-reproductive1,178,9.356122287613594,0.05022066478780018
Deterministic,CF,pre-reproductive1,179,9.260149250239888,0.050220664787800164
Deterministic,CF,pre-reproductive1,180,9.165160683100707,0.05022066478780016
Deterministic,CF,pre-reproductive1,181,9.071146487717675,0.05022066478780016
Deterministic,CF,pre-reproductive1,182,8.978096669200378,0.05022066478780016
Deterministic,CF,pre-reproductive1,183,8.886001335183781,0.05022066478780017
Deterministic,CF,pre-reproductive1,184,8.794850694776546,0.050220664787800164
Deterministic,CF,pre-reproductive1,185,8.704635057520136,0.05022066478780016
Deterministic,CF,pre-reproductive1,186,8.615344832358605,0.050220664787800164
Deterministic,CF,pre-reproductive1,187,8.526970526618936,0.050220664787800164
Deterministic,CF,pre-reproductive1,188,8.439502745001857,0.05022066478780017
Deterministic,CF,pre-reproductive1,189,8.352932188583,0.05022066478780016
Deterministic,CF,pre-reproductive1,190,8.267249653824322,0.05022066478780017
Deterministic,CF,pre-reproductive1,191,8.18244603159563,0.05022066478780016
Deterministic,CF,pre-reproductive1,192,8.098512306206182,0.05022066478780016
Deterministic,CF,pre-reproductive1,193,8.0154395544462,0.05022066478780015
Deterministic,CF,pre-reproductive1,194,7.933218944638231,0.050220664787800164
Deterministic,CF,pre-reproductive1,195,7.851841735698206,0.05022066478780016
Deterministic,CF,pre-reproductive1,196,7.771299276206176,0.05022066478780015
Deterministic,CF,pre-reproductive1,197,7.69158300348655,0.05022066478780016
Deterministic,CF,pre-reproductive1,198,7.612684442697766,0.05022066478780016
Deterministic,CF,pre-reproductive1,199,7.534595205931323,0.050220664787800164
Deterministic,CF,pre-reproductive1,200,7.457306991320028,0.05022066478780015
Deterministic,CF,pre-reproductive1,201,7.380811582155416,0.05022066478780015
Deterministic,CF,pre-reproductive1,202,7.305100846014199,0.05022066478780015
Deterministic,CF,pre-reproductive1,203,7.230166733893692,0.05022066478780015
Deterministic,CF,pre-reproductive1,204,7.156001279356107,0.05022066478780016
Deterministic,CF,pre-reproductive1,205,7.0825965976816105,0.05022066478780015
Deterministic,CF,pre-reproductive1,206,7.009944885030093,0.05022066478780016
Deterministic,CF,pre-reproductive1,207,6.938038417611504,0.05022066478780015
Deterministic,CF,pre-reproductive1,208,6.866869550864737,0.05022066478780016
Deterministic,CF,pre-reproductive1,209,6.796430718644898,0.05022066478780015
Deterministic,CF,pre-reproductive1,210,6.726714432418944,0.05022066478780015
Deterministic,CF,pre-reproductive1,211,6.657713280469545,0.05022066478780015
Deterministic,CF,pre-reproductive1,212,6.589419927107134,0.05022066478780016
Deterministic,CF,pre-reproductive1,213,6.521827111890031,0.05022066478780016
Deterministic,CF,pre-reproductive1,214,6.45492764885256,0.050220664787800164
Deterministic,CF,pre-reproductive1,215,6.388714425741097,0.050220664787800164
Deterministic,CF,pre-reproductive1,216,6.323180403257945,0.05022066478780015
Deterministic,CF,pre-reproductive1,217,6.258318614312971,0.05022066478780015
Deterministic,CF,pre-reproductive1,218,6.194122163282915,0.050220664787800164
Deterministic,CF,pre-reproductive1,219,6.130584225278293,0.05022066478780015
Deterministic,CF,pre-reproductive1,220,6.0676980454178375,0.05022066478780015
Deterministic,CF,pre-reproductive1,221,6.005456938110361,0.05022066478780016
Deterministic,CF,pre-reproductive1,222,5.9438542863439885,0.05022066478780015
Deterministic,CF,pre-reproductive1,223,5.882883540982703,0.050220664787800164
Deterministic,CF,pre-reproductive1,224,5.822538220070069,0.05022066478780016
Deterministic,CF,pre-reproductive1,225,5.762811908140136,0.05022066478780016
Deterministic,CF,pre-reproductive1,226,5.703698255535382,0.05022066478780015
Deterministic,CF,pre-reproductive1,227,5.645190977731679,0.05022066478780016
Deterministic,CF,pre-reproductive1,228,5.58728385467015,0.05022066478780015
Deterministic,CF,pre-reproductive1,229,5.529970730095917,0.05022066478780015
Deterministic,CF,pre-reproductive1,230,5.473245510903602,0.05022066478780016
Deterministic,CF,pre-reproductive1,231,5.417102166489556,0.05022066478780016
Deterministic,CF,pre-reproductive1,232,5.361534728110735,0.05022066478780016
Deterministic,CF,pre-reproductive1,233,5.306537288250142,0.05022066478780015
Deterministic,CF,pre-reproductive1,234,5.252103999988782,0.05022066478780014
Deterministic,CF,pre-reproductive1,235,5.198229076384074,0.050220664787800164
Deterministic,CF,pre-reproductive1,236,5.144906789854602,0.05022066478780014
Deterministic,CF,pre-reproductive1,237,5.092131471571231,0.05022066478780014
Deterministic,CF,pre-reproductive1,238,5.039897510854417,0.050220664787800164
Deterministic,CF,pre-reproductive1,239,4.988199354577727,0.050220664787800164
Deterministic,CF,pre-reproductive1,240,4.937031506577475,0.05022066478780016
Deterministic,CF,pre-reproductive1,241,4.88638852706841,0.050220664787800164
Deterministic,CF,pre-reproductive1,242,4.836265032065397,0.05022066478780016
Deterministic,CF,pre-reproductive1,243,4.786655692811031,0.050220664787800164
Deterministic,CF,pre-reproductive1,244,4.737555235209126,0.050220664787800164
Deterministic,CF,pre-reproductive1,245,4.688958439264009,0.050220664787800164
Deterministic,CF,pre-reproductive1,246,4.6408601385255714,0.050220664787800164
Deterministic,CF,pre-reproductive1,247,4.593255219540009,0.05022066478780016
Deterministic,CF,pre-reproductive1,248,4.546138621306199,0.05022066478780015
Deterministic,CF,pre-reproductive1,249,4.499505334737651,0.05022066478780016
Deterministic,CF,pre-reproductive1,250,4.453350402129977,0.05022066478780015
Deterministic,CF,pre-reproductive2,31,292.31874691555305,0.3445948025275384
Deterministic,CF,pre-reproductive2,32,289.21600084476796,0.3444875624848431
Deterministic,CF,pre-reproductive2,33,286.1704024158152,0.34440535011540957
Deterministic,CF,pre-reproductive2,34,283.17539631417173,0.34434251398582544
Deterministic,CF,pre-reproductive2,35,280.2258606195678,0.3442946372661774
Deterministic,CF,pre-reproductive2,36,277.3177888924944,0.3442582774824515
Deterministic,CF,pre-reproductive2,37,274.4480405693603,0.3442307588781355
Deterministic,CF,pre-reproductive2,38,271.61414556227686,0.34421000731237145
Deterministic,CF,pre-reproductive2,39,268.8141517259001,0.34419441940098905
Deterministic,CF,pre-reproductive2,40,266.0465061161139,0.3441827591145846
Deterministic,CF,pre-reproductive2,41,263.3099628046873,0.34417407631203634
Deterministic,CF,pre-reproductive2,42,260.6035115016753,0.3441676427384268
Deterministic,CF,pre-reproductive2,43,257.9263224348329,0.34416290188289783
Deterministic,CF,pre-reproductive2,44,255.27770389509965,0.3441594298021836
Deterministic,CF,pre-reproductive2,45,252.6570696233953,0.3441569045944169
Deterministic,CF,pre-reproductive2,46,250.06391382332524,0.3441550826772571
Deterministic,CF,pre-reproductive2,47,247.49779206733123,0.34415378040344313
Deterministic,CF,pre-reproductive2,48,244.95830674529685,0.34415285985168204
Deterministic,CF,pre-reproductive2,49,242.44509600499367,0.34415221787498823
Deterministic,CF,pre-reproductive2,50,239.9578253695598,0.3441517776835504
Deterministic,CF,pre-reproductive2,51,237.49618140177475,0.34415148239433974
Deterministic,CF,pre-reproductive2,52,235.05986692895507,0.3441512901027413
Deterministic,CF,pre-reproductive2,53,232.64859745442496,0.3441511701288207
Deterministic,CF,pre-reproductive2,54,230.2620984685553,0.3441511001675968
Deterministic,CF,pre-reproductive2,55,227.90010343974436,0.3441510641330501
Deterministic,CF,pre-reproductive2,56,225.56235231773726,0.3441510505329374
Deterministic,CF,pre-reproductive2,57,223.24859042174037,0.34415105124850487
Deterministic,CF,pre-reproductive2,58,220.95856761655162,0.3441510606220726
Deterministic,CF,pre-reproductive2,59,218.69203770348932,0.3441510747779291
Deterministic,CF,pre-reproductive2,60,216.44875797090017,0.34415109111940534
Deterministic,CF,pre-reproductive2,61,214.2284888627349,0.34415110795848625
Deterministic,CF,pre-reproductive2,62,212.03099373409142,0.34415112424472327
Deterministic,CF,pre-reproductive2,63,209.85603867050972,0.3441511393682202
Deterministic,CF,pre-reproductive2,64,207.7033923537543,0.3441511530176105
Deterministic,CF,pre-reproductive2,65,205.5728259613008,0.34415116507864446
Deterministic,CF,pre-reproductive2,66,203.4641130901008,0.344151175562588
Deterministic,CF,pre-reproductive2,67,201.37702969771183,0.3441511845563648
Deterministic,CF,pre-reproductive2,68,199.31135405574742,0.34415119218843376
Deterministic,CF,pre-reproductive2,69,197.266866711989,0.34415119860595655
Deterministic,CF,pre-reproductive2,70,195.24335045852467,0.344151203959981
Deterministic,CF,pre-reproductive2,71,193.24059030403194,0.34415120839624497
Deterministic,CF,pre-reproductive2,72,191.2583734488706,0.34415121204986165
Deterministic,CF,pre-reproductive2,73,189.29648926205226,0.34415121504263024
Deterministic,CF,pre-reproductive2,74,187.35472925943995,0.3441512174820796
Deterministic,CF,pre-reproductive2,75,185.43288708273857,0.3441512194616117
Deterministic,CF,pre-reproductive2,76,183.53075847898333,0.34415122106130575
Deterministic,CF,pre-reproductive2,77,181.64814128033638,0.34415122234908385
Deterministic,CF,pre-reproductive2,78,179.7848353840728,0.3441512233820354
Deterministic,CF,pre-reproductive2,79,177.94064273268694,0.34415122420777217
Deterministic,CF,pre-reproductive2,80,176.11536729408203,0.34415122486573196
Deterministic,CF,pre-reproductive2,81,174.3088150418275,0.344151225388386
Deterministic,CF,pre-reproductive2,82,172.52079393548223,0.3441512258023256
Deterministic,CF,pre-reproductive2,83,170.75111390098937,0.34415122612922067
Deterministic,CF,pre-reproductive2,84,168.99958681115348,0.34415122638665196
Deterministic,CF,pre-reproductive2,85,167.26602646621149,0.344151226588824
Deterministic,CF,pre-reproductive2,86,165.55024857451104,0.34415122674716975
Deterministic,CF,pre-reproductive2,87,163.85207073330676,0.3441512268708578
Deterministic,CF,pre-reproductive2,88,162.171312409687,0.3441512269672167
Deterministic,CF,pre-reproductive2,89,160.50779492163906,0.34415122704208484
Deterministic,CF,pre-reproductive2,90,158.861341419262,0.3441512271000994
Deterministic,CF,pre-reproductive2,91,157.23177686613337,0.3441512271449323
Deterministic,CF,pre-reproductive2,92,155.61892802083526,0.3441512271794832
Deterministic,CF,pre-reproductive2,93,154.02262341864383,0.3441512272060351
Deterministic,CF,pre-reproductive2,94,152.44269335338623,0.3441512272263807
Deterministic,CF,pre-reproductive2,95,150.878969859466,0.3441512272419239
Deterministic,CF,pre-reproductive2,96,149.3312866940599,0.34415122725376124
Deterministic,CF,pre-reproductive2,97,147.79947931948624,0.3441512272627468
Deterministic,CF,pre-reproductive2,98,146.2833848857453,0.3441512272695441
Deterministic,CF,pre-reproductive2,99,144.78284221323247,0.34415122727466735
Deterministic,CF,pre-reproductive2,100,143.2976917756227,0.3441512272785136
Deterministic,CF,pre-reproductive2,101,141.8277756829267,0.3441512272813891
Deterministic,CF,pre-reproductive2,102,140.37293766471743,0.34415122728352904
Deterministic,CF,pre-reproductive2,103,138.93302305352591,0.3441512272851135
Deterministic,CF,pre-reproductive2,104,137.50787876840548,0.34415122728628017
Deterministic,CF,pre-reproductive2,105,136.0973532986629,0.34415122728713393
Deterministic,CF,pre-reproductive2,106,134.70129668775533,0.3441512272877542
Deterministic,CF,pre-reproductive2,107,133.31956051735108,0.3441512272882013
Deterministic,CF,pre-reproductive2,108,131.95199789155362,0.3441512272885204
Deterministic,CF,pre-reproductive2,109,130.59846342128657,0.34415122728874553
Deterministic,CF,pre-reproductive2,110,129.25881320883838,0.34415122728890235
Deterministic,CF,pre-reproductive2,111,127.9329048325653,0.34415122728900954
Deterministic,CF,pre-reproductive2,112,126.62059733175118,0.34415122728908126
Deterministic,CF,pre-reproductive2,113,125.32175119162197,0.3441512272891277
Deterministic,CF,pre-reproductive2,114,124.03622832851413,0.3441512272891565
Deterministic,CF,pre-reproductive2,115,122.76389207519497,0.3441512272891731
Deterministic,CF,pre-reproductive2,116,121.5046071663334,0.3441512272891814
Deterministic,CF,pre-reproductive2,117,120.25823972411976,0.34415122728918435
Deterministic,CF,pre-reproductive2,118,119.02465724403302,0.34415122728918374
Deterministic,CF,pre-reproductive2,119,117.80372858075414,0.3441512272891812
Deterministic,CF,pre-reproductive2,120,116.59532393422353,0.34415122728917746
Deterministic,CF,pre-reproductive2,121,115.39931483584185,0.34415122728917324
Deterministic,CF,pre-reproductive2,122,114.21557413481223,0.34415122728916897
Deterministic,CF,pre-reproductive2,123,113.04397598462255,0.3441512272891648
Deterministic,CF,pre-reproductive2,124,111.8843958296664,0.344151227289161
Deterministic,CF,pre-reproductive2,125,110.73671039200127,0.34415122728915754
Deterministic,CF,pre-reproductive2,126,109.60079765824253,0.34415122728915454
Deterministic,CF,pre-reproductive2,127,108.47653686659193,0.3441512272891518
Deterministic,CF,pre-reproductive2,128,107.36380849399909,0.34415122728914954
Deterministic,CF,pre-reproductive2,129,106.2624942434547,0.34415122728914765
Deterministic,CF,pre-reproductive2,130,105.17247703141406,0.34415122728914604
Deterministic,CF,pre-reproductive2,131,104.09364097534963,0.3441512272891447
Deterministic,CF,pre-reproductive2,132,103.02587138143123,0.34415122728914366
Deterministic,CF,pre-reproductive2,133,101.9690547323327,0.3441512272891427
Deterministic,CF,pre-reproductive2,134,100.9230786751636,0.34415122728914194
Deterministic,CF,pre-reproductive2,135,99.88783200952459,0.3441512272891414
Deterministic,CF,pre-reproductive2,136,98.86320467568548,0.3441512272891409
Deterministic,CF,pre-reproductive2,137,97.84908774288455,0.34415122728914044
Deterministic,CF,pre-reproductive2,138,96.84537339774775,0.3441512272891401
Deterministic,CF,pre-reproductive2,139,95.85195493282687,0.34415122728913994
Deterministic,CF,pre-reproductive2,140,94.86872673525508,0.34415122728913966
Deterministic,CF,pre-reproductive2,141,93.8955842755191,0.3441512272891395
Deterministic,CF,pre-reproductive2,142,92.93242409634628,0.34415122728913944
Deterministic,CF,pre-reproductive2,143,91.97914380170587,0.3441512272891393
Deterministic,CF,pre-reproductive2,144,91.03564204592298,0.3441512272891392
Deterministic,CF,pre-reproductive2,145,90.10181852290431,0.3441512272891391
Deterministic,CF,pre-reproductive2,146,89.17757395547433,0.3441512272891391
Deterministic,CF,pre-reproductive2,147,88.2628100848208,0.3441512272891391
Deterministic,CF,pre-reproductive2,148,87.35742966004875,0.3441512272891391
Deterministic,CF,pre-reproductive2,149,86.4613364278414,0.34415122728913905
Deterministic,CF,pre-reproductive2,150,85.57443512222729,0.344151227289139
Deterministic,CF,pre-reproductive2,151,84.69663145445222,0.34415122728913894
Deterministic,CF,pre-reproductive2,152,83.82783210295524,0.34415122728913894
Deterministic,CF,pre-reproductive2,153,82.96794470344737,0.34415122728913894
Deterministic,CF,pre-reproductive2,154,82.11687783909213,0.3441512272891389
Deterministic,CF,pre-reproductive2,155,81.27454103078676,0.3441512272891389
Deterministic,CF,pre-reproductive2,156,80.44084472754317,0.34415122728913894
Deterministic,CF,pre-reproductive2,157,79.61570029696753,0.3441512272891389
Deterministic,CF,pre-reproductive2,158,78.79902001583757,0.3441512272891389
Deterministic,CF,pre-reproductive2,159,77.99071706077643,0.3441512272891389
Deterministic,CF,pre-reproductive2,160,77.19070549902236,0.34415122728913894
Deterministic,CF,pre-reproductive2,161,76.3989002792928,0.3441512272891389
Deterministic,CF,pre-reproductive2,162,75.6152172227426,0.3441512272891389
Deterministic,CF,pre-reproductive2,163,74.83957301401453,0.34415122728913894
Deterministic,CF,pre-reproductive2,164,74.07188519238196,0.34415122728913894
Deterministic,CF,pre-reproductive2,165,73.31207214298213,0.3441512272891389
Deterministic,CF,pre-reproductive2,166,72.56005308813961,0.3441512272891389
Deterministic,CF,pre-reproductive2,167,71.81574807877848,0.3441512272891389
Deterministic,CF,pre-reproductive2,168,71.07907798592284,0.3441512272891389
Deterministic,CF,pre-reproductive2,169,70.34996449228429,0.34415122728913894
Deterministic,CF,pre-reproductive2,170,69.62833008393594,0.3441512272891389
Deterministic,CF,pre-reproductive2,171,68.91409804207164,0.3441512272891389
Deterministic,CF,pre-reproductive2,172,68.20719243484983,0.3441512272891389
Deterministic,CF,pre-reproductive2,173,67.50753810932102,0.3441512272891389
Deterministic,CF,pre-reproductive2,174,66.81506068343808,0.3441512272891389
Deterministic,CF,pre-reproductive2,175,66.12968653814849,0.3441512272891389
Deterministic,CF,pre-reproductive2,176,65.45134280956776,0.34415122728913894
Deterministic,CF,pre-reproductive2,177,64.779957381233,0.34415122728913894
Deterministic,CF,pre-reproductive2,178,64.1154588764361,0.34415122728913894
Deterministic,CF,pre-reproductive2,179,63.45777665063549,0.34415122728913894
Deterministic,CF,pre-reproductive2,180,62.80684078394567,0.3441512272891389
Deterministic,CF,pre-reproductive2,181,62.162582073703916,0.3441512272891389
Deterministic,CF,pre-reproductive2,182,61.52493202711316,0.3441512272891389
Deterministic,CF,pre-reproductive2,183,60.893822853960295,0.3441512272891389
Deterministic,CF,pre-reproductive2,184,60.269187459409295,0.34415122728913883
Deterministic,CF,pre-reproductive2,185,59.65095943686814,0.34415122728913894
Deterministic,CF,pre-reproductive2,186,59.03907306092893,0.3441512272891389
