run,ipm,lambda,ipm_type,habitat
772,lag_cf,1.017,lag,cf
773,lag_cf,0.989,lag,cf
774,lag_cf,1.015,lag,cf
775,lag_cf,0.958,lag,cf
776,lag_cf,0.983,lag,cf
777,lag_cf,0.981,lag,cf
778,lag_cf,0.981,lag,cf
779,lag_cf,0.981,lag,cf
780,lag_cf,0.987,lag,cf
781,lag_cf,0.959,lag,cf
782,lag_cf,0.94,lag,cf
783,lag_cf,0.949,lag,cf
784,lag_cf,0.96,lag,cf
785,lag_cf,0.966,lag,cf
786,lag_cf,0.957,lag,cf
787,lag_cf,1.006,lag,cf
788,lag_cf,0.963,lag,cf
789,lag_cf,0.982,lag,cf
790,lag_cf,1.009,lag,cf
791,lag_cf,0.975,lag,cf
792,lag_cf,0.97,lag,cf
793,lag_cf,0.995,lag,cf
794,lag_cf,0.988,lag,cf
795,lag_cf,0.979,lag,cf
796,lag_cf,0.963,lag,cf
797,lag_cf,0.967,lag,cf
798,lag_cf,0.985,lag,cf
799,lag_cf,0.992,lag,cf
800,lag_cf,0.988,lag,cf
801,lag_cf,0.966,lag,cf
802,lag_cf,0.937,lag,cf
803,lag_cf,0.971,lag,cf
804,lag_cf,0.972,lag,cf
805,lag_cf,0.92,lag,cf
806,lag_cf,0.976,lag,cf
807,lag_cf,0.986,lag,cf
808,lag_cf,0.966,lag,cf
809,lag_cf,0.939,lag,cf
810,lag_cf,0.958,lag,cf
811,lag_cf,0.987,lag,cf
812,lag_cf,0.968,lag,cf
813,lag_cf,0.97,lag,cf
814,lag_cf,0.985,lag,cf
815,lag_cf,1.016,lag,cf
816,lag_cf,0.97,lag,cf
817,lag_cf,0.995,lag,cf
818,lag_cf,0.992,lag,cf
819,lag_cf,0.953,lag,cf
820,lag_cf,0.979,lag,cf
821,lag_cf,0.979,lag,cf
822,lag_cf,0.968,lag,cf
823,lag_cf,0.94,lag,cf
824,lag_cf,0.982,lag,cf
825,lag_cf,0.978,lag,cf
826,lag_cf,0.977,lag,cf
827,lag_cf,1.03,lag,cf
828,lag_cf,0.992,lag,cf
829,lag_cf,0.98,lag,cf
830,lag_cf,0.998,lag,cf
831,lag_cf,0.981,lag,cf
832,lag_cf,1.015,lag,cf
833,lag_cf,0.992,lag,cf
834,lag_cf,0.982,lag,cf
835,lag_cf,0.996,lag,cf
836,lag_cf,0.977,lag,cf
837,lag_cf,1.009,lag,cf
838,lag_cf,0.981,lag,cf
839,lag_cf,1.011,lag,cf
840,lag_cf,0.973,lag,cf
841,lag_cf,0.975,lag,cf
842,lag_cf,1.001,lag,cf
843,lag_cf,0.952,lag,cf
844,lag_cf,0.99,lag,cf
845,lag_cf,1.005,lag,cf
846,lag_cf,0.976,lag,cf
847,lag_cf,1,lag,cf
848,lag_cf,0.979,lag,cf
849,lag_cf,0.967,lag,cf
850,lag_cf,0.982,lag,cf
851,lag_cf,0.974,lag,cf
852,lag_cf,0.98,lag,cf
853,lag_cf,0.996,lag,cf
854,lag_cf,0.974,lag,cf
855,lag_cf,0.965,lag,cf
856,lag_cf,0.941,lag,cf
857,lag_cf,0.945,lag,cf
858,lag_cf,0.954,lag,cf
859,lag_cf,0.958,lag,cf
860,lag_cf,0.943,lag,cf
861,lag_cf,0.971,lag,cf
862,lag_cf,0.956,lag,cf
863,lag_cf,0.962,lag,cf
864,lag_cf,0.979,lag,cf
865,lag_cf,0.977,lag,cf
866,lag_cf,1.004,lag,cf
867,lag_cf,0.972,lag,cf
868,lag_cf,0.957,lag,cf
869,lag_cf,0.94,lag,cf
870,lag_cf,0.976,lag,cf
871,lag_cf,0.962,lag,cf
872,lag_cf,0.983,lag,cf
873,lag_cf,0.975,lag,cf
874,lag_cf,0.988,lag,cf
875,lag_cf,0.955,lag,cf
876,lag_cf,0.974,lag,cf
877,lag_cf,0.982,lag,cf
878,lag_cf,0.979,lag,cf
879,lag_cf,0.948,lag,cf
880,lag_cf,0.992,lag,cf
881,lag_cf,1.008,lag,cf
882,lag_cf,0.975,lag,cf
883,lag_cf,1.025,lag,cf
884,lag_cf,0.99,lag,cf
885,lag_cf,0.957,lag,cf
886,lag_cf,0.967,lag,cf
887,lag_cf,0.977,lag,cf
888,lag_cf,0.964,lag,cf
889,lag_cf,0.997,lag,cf
890,lag_cf,0.984,lag,cf
891,lag_cf,0.986,lag,cf
892,lag_cf,1,lag,cf
893,lag_cf,0.997,lag,cf
894,lag_cf,0.981,lag,cf
895,lag_cf,0.972,lag,cf
896,lag_cf,0.962,lag,cf
897,lag_cf,1.004,lag,cf
898,lag_cf,0.998,lag,cf
899,lag_cf,0.978,lag,cf
900,lag_cf,1.005,lag,cf
1,lag_ff,0.951,lag,ff
2,lag_ff,0.973,lag,ff
3,lag_ff,0.98,lag,ff
4,lag_ff,0.961,lag,ff
5,lag_ff,0.944,lag,ff
6,lag_ff,0.929,lag,ff
7,lag_ff,0.89,lag,ff
8,lag_ff,0.88,lag,ff
9,lag_ff,0.913,lag,ff
10,lag_ff,0.964,lag,ff
11,lag_ff,0.98,lag,ff
12,lag_ff,0.963,lag,ff
13,lag_ff,0.986,lag,ff
14,lag_ff,0.987,lag,ff
15,lag_ff,0.978,lag,ff
16,lag_ff,0.983,lag,ff
17,lag_ff,0.976,lag,ff
18,lag_ff,0.98,lag,ff
19,lag_ff,0.974,lag,ff
20,lag_ff,0.982,lag,ff
21,lag_ff,0.991,lag,ff
22,lag_ff,0.983,lag,ff
23,lag_ff,0.985,lag,ff
24,lag_ff,0.972,lag,ff
25,lag_ff,0.955,lag,ff
26,lag_ff,0.96,lag,ff
27,lag_ff,0.976,lag,ff
28,lag_ff,0.992,lag,ff
29,lag_ff,0.982,lag,ff
30,lag_ff,0.998,lag,ff
31,lag_ff,0.988,lag,ff
32,lag_ff,0.978,lag,ff
33,lag_ff,0.963,lag,ff
34,lag_ff,0.974,lag,ff
35,lag_ff,0.974,lag,ff
36,lag_ff,0.952,lag,ff
37,lag_ff,0.983,lag,ff
38,lag_ff,0.969,lag,ff
39,lag_ff,0.96,lag,ff
40,lag_ff,0.947,lag,ff
41,lag_ff,0.973,lag,ff
42,lag_ff,0.982,lag,ff
43,lag_ff,0.964,lag,ff
44,lag_ff,0.987,lag,ff
45,lag_ff,0.966,lag,ff
46,lag_ff,0.985,lag,ff
47,lag_ff,0.983,lag,ff
48,lag_ff,0.933,lag,ff
49,lag_ff,0.943,lag,ff
50,lag_ff,0.989,lag,ff
51,lag_ff,0.972,lag,ff
52,lag_ff,0.981,lag,ff
53,lag_ff,0.989,lag,ff
54,lag_ff,0.977,lag,ff
55,lag_ff,0.987,lag,ff
56,lag_ff,0.99,lag,ff
57,lag_ff,0.972,lag,ff
58,lag_ff,0.963,lag,ff
59,lag_ff,0.959,lag,ff
60,lag_ff,0.968,lag,ff
61,lag_ff,0.975,lag,ff
62,lag_ff,0.965,lag,ff
63,lag_ff,0.966,lag,ff
64,lag_ff,0.955,lag,ff
65,lag_ff,0.899,lag,ff
66,lag_ff,0.924,lag,ff
67,lag_ff,0.86,lag,ff
68,lag_ff,0.926,lag,ff
69,lag_ff,0.959,lag,ff
70,lag_ff,0.96,lag,ff
71,lag_ff,0.955,lag,ff
72,lag_ff,0.969,lag,ff
73,lag_ff,0.953,lag,ff
74,lag_ff,0.911,lag,ff
75,lag_ff,0.919,lag,ff
76,lag_ff,0.894,lag,ff
77,lag_ff,0.921,lag,ff
78,lag_ff,0.899,lag,ff
79,lag_ff,0.94,lag,ff
80,lag_ff,0.975,lag,ff
81,lag_ff,0.975,lag,ff
82,lag_ff,0.977,lag,ff
83,lag_ff,0.965,lag,ff
84,lag_ff,0.943,lag,ff
85,lag_ff,0.969,lag,ff
86,lag_ff,0.953,lag,ff
87,lag_ff,0.93,lag,ff
88,lag_ff,0.974,lag,ff
89,lag_ff,0.934,lag,ff
90,lag_ff,0.882,lag,ff
91,lag_ff,0.874,lag,ff
92,lag_ff,0.93,lag,ff
93,lag_ff,0.896,lag,ff
94,lag_ff,0.947,lag,ff
95,lag_ff,0.98,lag,ff
96,lag_ff,0.911,lag,ff
97,lag_ff,0.87,lag,ff
98,lag_ff,0.959,lag,ff
99,lag_ff,0.988,lag,ff
100,lag_ff,0.952,lag,ff
101,lag_ff,0.958,lag,ff
102,lag_ff,0.971,lag,ff
103,lag_ff,0.948,lag,ff
104,lag_ff,0.94,lag,ff
105,lag_ff,0.985,lag,ff
106,lag_ff,0.986,lag,ff
107,lag_ff,0.981,lag,ff
108,lag_ff,1.002,lag,ff
109,lag_ff,0.987,lag,ff
110,lag_ff,0.961,lag,ff
111,lag_ff,0.967,lag,ff
112,lag_ff,0.99,lag,ff
113,lag_ff,0.976,lag,ff
114,lag_ff,0.977,lag,ff
115,lag_ff,0.969,lag,ff
116,lag_ff,0.927,lag,ff
117,lag_ff,0.967,lag,ff
118,lag_ff,0.923,lag,ff
119,lag_ff,0.965,lag,ff
120,lag_ff,0.977,lag,ff
121,lag_ff,0.914,lag,ff
122,lag_ff,0.985,lag,ff
123,lag_ff,0.985,lag,ff
124,lag_ff,0.988,lag,ff
125,lag_ff,0.997,lag,ff
126,lag_ff,0.964,lag,ff
127,lag_ff,0.914,lag,ff
128,lag_ff,0.926,lag,ff
129,lag_ff,0.961,lag,ff
130,lag_ff,0.953,lag,ff
131,lag_ff,0.973,lag,ff
132,lag_ff,0.984,lag,ff
133,lag_ff,0.972,lag,ff
134,lag_ff,0.956,lag,ff
135,lag_ff,0.951,lag,ff
136,lag_ff,0.929,lag,ff
137,lag_ff,0.963,lag,ff
138,lag_ff,0.967,lag,ff
139,lag_ff,0.941,lag,ff
140,lag_ff,0.873,lag,ff
141,lag_ff,0.975,lag,ff
142,lag_ff,0.975,lag,ff
143,lag_ff,0.978,lag,ff
144,lag_ff,0.944,lag,ff
145,lag_ff,0.991,lag,ff
146,lag_ff,0.982,lag,ff
147,lag_ff,0.971,lag,ff
148,lag_ff,0.991,lag,ff
149,lag_ff,0.976,lag,ff
150,lag_ff,0.994,lag,ff
151,lag_ff,0.991,lag,ff
152,lag_ff,0.967,lag,ff
153,lag_ff,0.976,lag,ff
154,lag_ff,0.981,lag,ff
155,lag_ff,0.965,lag,ff
156,lag_ff,0.938,lag,ff
157,lag_ff,0.955,lag,ff
158,lag_ff,0.973,lag,ff
159,lag_ff,0.951,lag,ff
160,lag_ff,0.902,lag,ff
161,lag_ff,0.953,lag,ff
162,lag_ff,0.968,lag,ff
163,lag_ff,0.938,lag,ff
164,lag_ff,0.976,lag,ff
165,lag_ff,0.953,lag,ff
166,lag_ff,0.968,lag,ff
167,lag_ff,0.986,lag,ff
168,lag_ff,0.978,lag,ff
169,lag_ff,0.978,lag,ff
170,lag_ff,0.944,lag,ff
171,lag_ff,0.926,lag,ff
172,lag_ff,0.957,lag,ff
173,lag_ff,0.956,lag,ff
174,lag_ff,0.959,lag,ff
175,lag_ff,0.942,lag,ff
176,lag_ff,0.924,lag,ff
177,lag_ff,0.909,lag,ff
178,lag_ff,0.948,lag,ff
179,lag_ff,0.968,lag,ff
180,lag_ff,0.942,lag,ff
181,lag_ff,0.949,lag,ff
182,lag_ff,0.967,lag,ff
183,lag_ff,0.967,lag,ff
184,lag_ff,0.96,lag,ff
185,lag_ff,0.989,lag,ff
186,lag_ff,0.981,lag,ff
187,lag_ff,0.994,lag,ff
188,lag_ff,0.993,lag,ff
189,lag_ff,0.983,lag,ff
190,lag_ff,0.93,lag,ff
191,lag_ff,0.943,lag,ff
192,lag_ff,0.98,lag,ff
193,lag_ff,0.981,lag,ff
194,lag_ff,0.994,lag,ff
195,lag_ff,0.982,lag,ff
196,lag_ff,0.978,lag,ff
197,lag_ff,0.971,lag,ff
198,lag_ff,0.985,lag,ff
199,lag_ff,0.961,lag,ff
200,lag_ff,0.928,lag,ff
201,lag_ff,0.883,lag,ff
202,lag_ff,0.917,lag,ff
203,lag_ff,0.967,lag,ff
204,lag_ff,0.947,lag,ff
205,lag_ff,0.938,lag,ff
206,lag_ff,0.968,lag,ff
207,lag_ff,0.97,lag,ff
208,lag_ff,0.976,lag,ff
209,lag_ff,0.984,lag,ff
210,lag_ff,0.988,lag,ff
211,lag_ff,0.984,lag,ff
212,lag_ff,0.991,lag,ff
213,lag_ff,0.981,lag,ff
214,lag_ff,0.979,lag,ff
215,lag_ff,0.962,lag,ff
216,lag_ff,0.984,lag,ff
217,lag_ff,0.987,lag,ff
218,lag_ff,0.973,lag,ff
219,lag_ff,0.965,lag,ff
220,lag_ff,0.937,lag,ff
221,lag_ff,0.976,lag,ff
222,lag_ff,0.978,lag,ff
223,lag_ff,0.963,lag,ff
224,lag_ff,0.948,lag,ff
225,lag_ff,0.952,lag,ff
226,lag_ff,0.957,lag,ff
227,lag_ff,0.96,lag,ff
228,lag_ff,0.967,lag,ff
229,lag_ff,0.939,lag,ff
230,lag_ff,0.931,lag,ff
231,lag_ff,0.975,lag,ff
232,lag_ff,0.981,lag,ff
233,lag_ff,0.96,lag,ff
234,lag_ff,0.939,lag,ff
235,lag_ff,0.975,lag,ff
236,lag_ff,0.971,lag,ff
237,lag_ff,0.966,lag,ff
238,lag_ff,0.95,lag,ff
239,lag_ff,0.982,lag,ff
240,lag_ff,0.983,lag,ff
241,lag_ff,0.968,lag,ff
242,lag_ff,0.967,lag,ff
243,lag_ff,0.922,lag,ff
244,lag_ff,0.953,lag,ff
245,lag_ff,0.962,lag,ff
246,lag_ff,0.957,lag,ff
247,lag_ff,0.959,lag,ff
248,lag_ff,0.928,lag,ff
249,lag_ff,0.95,lag,ff
250,lag_ff,0.964,lag,ff
251,lag_ff,0.935,lag,ff
252,lag_ff,0.957,lag,ff
253,lag_ff,0.965,lag,ff
254,lag_ff,0.987,lag,ff
255,lag_ff,0.956,lag,ff
256,lag_ff,0.995,lag,ff
257,lag_ff,0.99,lag,ff
258,lag_ff,0.958,lag,ff
259,lag_ff,0.962,lag,ff
260,lag_ff,0.922,lag,ff
261,lag_ff,0.929,lag,ff
262,lag_ff,0.974,lag,ff
263,lag_ff,0.988,lag,ff
264,lag_ff,0.996,lag,ff
265,lag_ff,0.963,lag,ff
266,lag_ff,0.99,lag,ff
267,lag_ff,0.96,lag,ff
268,lag_ff,0.971,lag,ff
269,lag_ff,0.993,lag,ff
270,lag_ff,0.971,lag,ff
271,lag_ff,0.871,lag,ff
272,lag_ff,0.893,lag,ff
273,lag_ff,0.932,lag,ff
274,lag_ff,0.971,lag,ff
275,lag_ff,0.919,lag,ff
276,lag_ff,0.905,lag,ff
277,lag_ff,0.896,lag,ff
278,lag_ff,0.956,lag,ff
279,lag_ff,0.958,lag,ff
280,lag_ff,0.936,lag,ff
281,lag_ff,0.903,lag,ff
282,lag_ff,0.952,lag,ff
283,lag_ff,0.987,lag,ff
284,lag_ff,0.974,lag,ff
285,lag_ff,0.95,lag,ff
286,lag_ff,0.957,lag,ff
287,lag_ff,0.97,lag,ff
288,lag_ff,0.968,lag,ff
289,lag_ff,0.945,lag,ff
290,lag_ff,0.945,lag,ff
291,lag_ff,0.985,lag,ff
292,lag_ff,0.985,lag,ff
293,lag_ff,0.976,lag,ff
294,lag_ff,0.98,lag,ff
295,lag_ff,0.987,lag,ff
296,lag_ff,0.99,lag,ff
297,lag_ff,0.99,lag,ff
298,lag_ff,0.973,lag,ff
299,lag_ff,0.999,lag,ff
300,lag_ff,0.992,lag,ff
301,lag_ff,0.96,lag,ff
302,lag_ff,0.972,lag,ff
303,lag_ff,0.972,lag,ff
304,lag_ff,0.984,lag,ff
305,lag_ff,0.985,lag,ff
306,lag_ff,0.975,lag,ff
307,lag_ff,0.941,lag,ff
308,lag_ff,0.977,lag,ff
309,lag_ff,0.969,lag,ff
310,lag_ff,0.959,lag,ff
311,lag_ff,0.927,lag,ff
312,lag_ff,0.965,lag,ff
313,lag_ff,0.967,lag,ff
314,lag_ff,0.939,lag,ff
315,lag_ff,0.985,lag,ff
316,lag_ff,0.967,lag,ff
317,lag_ff,0.916,lag,ff
318,lag_ff,0.975,lag,ff
319,lag_ff,0.974,lag,ff
320,lag_ff,0.967,lag,ff
321,lag_ff,0.968,lag,ff
322,lag_ff,0.974,lag,ff
323,lag_ff,0.976,lag,ff
324,lag_ff,0.964,lag,ff
325,lag_ff,0.92,lag,ff
326,lag_ff,0.953,lag,ff
327,lag_ff,0.969,lag,ff
328,lag_ff,0.941,lag,ff
329,lag_ff,0.974,lag,ff
330,lag_ff,0.972,lag,ff
331,lag_ff,0.97,lag,ff
332,lag_ff,0.984,lag,ff
333,lag_ff,0.934,lag,ff
334,lag_ff,0.976,lag,ff
335,lag_ff,0.964,lag,ff
336,lag_ff,0.876,lag,ff
337,lag_ff,0.974,lag,ff
338,lag_ff,0.964,lag,ff
339,lag_ff,0.925,lag,ff
340,lag_ff,0.96,lag,ff
341,lag_ff,0.973,lag,ff
342,lag_ff,0.958,lag,ff
343,lag_ff,0.949,lag,ff
344,lag_ff,0.975,lag,ff
345,lag_ff,0.97,lag,ff
346,lag_ff,0.945,lag,ff
347,lag_ff,0.922,lag,ff
348,lag_ff,0.959,lag,ff
349,lag_ff,0.941,lag,ff
350,lag_ff,0.969,lag,ff
351,lag_ff,0.971,lag,ff
352,lag_ff,0.912,lag,ff
353,lag_ff,0.965,lag,ff
354,lag_ff,0.975,lag,ff
355,lag_ff,0.928,lag,ff
356,lag_ff,0.927,lag,ff
357,lag_ff,0.976,lag,ff
358,lag_ff,0.982,lag,ff
359,lag_ff,0.98,lag,ff
360,lag_ff,0.965,lag,ff
361,lag_ff,0.972,lag,ff
362,lag_ff,0.971,lag,ff
363,lag_ff,0.955,lag,ff
364,lag_ff,0.98,lag,ff
365,lag_ff,0.961,lag,ff
366,lag_ff,0.978,lag,ff
367,lag_ff,0.982,lag,ff
368,lag_ff,0.965,lag,ff
369,lag_ff,0.965,lag,ff
370,lag_ff,0.928,lag,ff
371,lag_ff,0.961,lag,ff
372,lag_ff,0.958,lag,ff
373,lag_ff,0.893,lag,ff
374,lag_ff,0.954,lag,ff
375,lag_ff,0.974,lag,ff
376,lag_ff,0.97,lag,ff
377,lag_ff,0.967,lag,ff
378,lag_ff,0.994,lag,ff
379,lag_ff,0.981,lag,ff
380,lag_ff,0.958,lag,ff
381,lag_ff,0.968,lag,ff
382,lag_ff,0.972,lag,ff
383,lag_ff,0.988,lag,ff
384,lag_ff,0.983,lag,ff
385,lag_ff,0.959,lag,ff
386,lag_ff,0.998,lag,ff
387,lag_ff,0.999,lag,ff
388,lag_ff,0.983,lag,ff
389,lag_ff,0.975,lag,ff
390,lag_ff,0.962,lag,ff
391,lag_ff,0.982,lag,ff
392,lag_ff,0.952,lag,ff
393,lag_ff,0.925,lag,ff
394,lag_ff,0.967,lag,ff
395,lag_ff,0.954,lag,ff
396,lag_ff,0.966,lag,ff
397,lag_ff,0.97,lag,ff
398,lag_ff,0.925,lag,ff
399,lag_ff,0.943,lag,ff
400,lag_ff,0.917,lag,ff
401,lag_ff,0.916,lag,ff
402,lag_ff,0.914,lag,ff
403,lag_ff,0.952,lag,ff
404,lag_ff,0.976,lag,ff
405,lag_ff,0.962,lag,ff
406,lag_ff,0.959,lag,ff
407,lag_ff,0.936,lag,ff
408,lag_ff,0.953,lag,ff
409,lag_ff,0.962,lag,ff
410,lag_ff,0.978,lag,ff
411,lag_ff,0.982,lag,ff
412,lag_ff,0.982,lag,ff
413,lag_ff,1.002,lag,ff
414,lag_ff,0.991,lag,ff
415,lag_ff,0.982,lag,ff
416,lag_ff,0.985,lag,ff
417,lag_ff,0.974,lag,ff
418,lag_ff,0.935,lag,ff
419,lag_ff,0.912,lag,ff
420,lag_ff,0.897,lag,ff
421,lag_ff,0.959,lag,ff
422,lag_ff,0.971,lag,ff
423,lag_ff,0.971,lag,ff
424,lag_ff,0.949,lag,ff
425,lag_ff,0.973,lag,ff
426,lag_ff,0.952,lag,ff
427,lag_ff,0.966,lag,ff
428,lag_ff,0.958,lag,ff
429,lag_ff,0.961,lag,ff
430,lag_ff,0.955,lag,ff
431,lag_ff,0.977,lag,ff
432,lag_ff,0.973,lag,ff
433,lag_ff,0.972,lag,ff
434,lag_ff,0.985,lag,ff
435,lag_ff,0.973,lag,ff
436,lag_ff,0.991,lag,ff
437,lag_ff,0.98,lag,ff
438,lag_ff,0.961,lag,ff
439,lag_ff,0.973,lag,ff
440,lag_ff,0.972,lag,ff
441,lag_ff,0.968,lag,ff
442,lag_ff,0.966,lag,ff
443,lag_ff,0.98,lag,ff
444,lag_ff,0.977,lag,ff
445,lag_ff,0.968,lag,ff
446,lag_ff,0.993,lag,ff
447,lag_ff,0.976,lag,ff
448,lag_ff,0.943,lag,ff
449,lag_ff,0.952,lag,ff
450,lag_ff,0.938,lag,ff
451,lag_ff,0.922,lag,ff
452,lag_ff,0.945,lag,ff
453,lag_ff,0.941,lag,ff
454,lag_ff,0.962,lag,ff
455,lag_ff,0.95,lag,ff
456,lag_ff,0.92,lag,ff
457,lag_ff,0.872,lag,ff
458,lag_ff,0.921,lag,ff
459,lag_ff,0.971,lag,ff
460,lag_ff,0.967,lag,ff
461,lag_ff,0.888,lag,ff
462,lag_ff,0.964,lag,ff
463,lag_ff,0.952,lag,ff
464,lag_ff,0.944,lag,ff
465,lag_ff,0.966,lag,ff
466,lag_ff,0.953,lag,ff
467,lag_ff,0.971,lag,ff
468,lag_ff,0.976,lag,ff
469,lag_ff,0.968,lag,ff
470,lag_ff,0.926,lag,ff
471,lag_ff,0.953,lag,ff
472,lag_ff,0.904,lag,ff
473,lag_ff,0.886,lag,ff
474,lag_ff,0.91,lag,ff
475,lag_ff,0.966,lag,ff
476,lag_ff,0.963,lag,ff
477,lag_ff,0.914,lag,ff
478,lag_ff,0.954,lag,ff
479,lag_ff,0.966,lag,ff
480,lag_ff,0.945,lag,ff
481,lag_ff,0.931,lag,ff
482,lag_ff,0.932,lag,ff
483,lag_ff,0.94,lag,ff
484,lag_ff,0.925,lag,ff
485,lag_ff,0.96,lag,ff
486,lag_ff,0.977,lag,ff
487,lag_ff,0.982,lag,ff
488,lag_ff,0.995,lag,ff
489,lag_ff,0.98,lag,ff
490,lag_ff,1.002,lag,ff
491,lag_ff,0.99,lag,ff
492,lag_ff,0.984,lag,ff
493,lag_ff,0.993,lag,ff
494,lag_ff,0.98,lag,ff
495,lag_ff,0.963,lag,ff
496,lag_ff,0.96,lag,ff
497,lag_ff,0.955,lag,ff
498,lag_ff,0.976,lag,ff
499,lag_ff,0.964,lag,ff
500,lag_ff,0.963,lag,ff
501,lag_ff,0.985,lag,ff
502,lag_ff,0.946,lag,ff
503,lag_ff,0.874,lag,ff
504,lag_ff,0.934,lag,ff
505,lag_ff,0.953,lag,ff
506,lag_ff,0.962,lag,ff
507,lag_ff,0.957,lag,ff
508,lag_ff,0.964,lag,ff
509,lag_ff,0.935,lag,ff
510,lag_ff,0.943,lag,ff
511,lag_ff,0.974,lag,ff
512,lag_ff,0.954,lag,ff
513,lag_ff,0.986,lag,ff
514,lag_ff,0.98,lag,ff
515,lag_ff,0.976,lag,ff
516,lag_ff,0.947,lag,ff
517,lag_ff,0.944,lag,ff
518,lag_ff,0.95,lag,ff
519,lag_ff,0.963,lag,ff
520,lag_ff,0.974,lag,ff
521,lag_ff,0.959,lag,ff
522,lag_ff,0.959,lag,ff
523,lag_ff,0.972,lag,ff
524,lag_ff,0.957,lag,ff
525,lag_ff,0.97,lag,ff
526,lag_ff,0.966,lag,ff
527,lag_ff,0.936,lag,ff
528,lag_ff,0.947,lag,ff
529,lag_ff,0.957,lag,ff
530,lag_ff,0.955,lag,ff
531,lag_ff,0.945,lag,ff
532,lag_ff,0.918,lag,ff
533,lag_ff,0.825,lag,ff
534,lag_ff,0.932,lag,ff
535,lag_ff,0.981,lag,ff
536,lag_ff,0.968,lag,ff
537,lag_ff,0.949,lag,ff
538,lag_ff,0.94,lag,ff
539,lag_ff,0.958,lag,ff
540,lag_ff,0.986,lag,ff
541,lag_ff,0.978,lag,ff
542,lag_ff,0.966,lag,ff
543,lag_ff,0.973,lag,ff
544,lag_ff,0.968,lag,ff
545,lag_ff,0.984,lag,ff
546,lag_ff,0.962,lag,ff
547,lag_ff,0.976,lag,ff
548,lag_ff,0.978,lag,ff
549,lag_ff,0.976,lag,ff
550,lag_ff,0.975,lag,ff
551,lag_ff,0.991,lag,ff
552,lag_ff,0.98,lag,ff
553,lag_ff,0.948,lag,ff
554,lag_ff,0.942,lag,ff
555,lag_ff,0.965,lag,ff
556,lag_ff,0.983,lag,ff
557,lag_ff,0.976,lag,ff
558,lag_ff,0.956,lag,ff
559,lag_ff,0.986,lag,ff
560,lag_ff,0.968,lag,ff
561,lag_ff,0.974,lag,ff
562,lag_ff,0.933,lag,ff
563,lag_ff,0.93,lag,ff
564,lag_ff,0.975,lag,ff
565,lag_ff,0.982,lag,ff
566,lag_ff,0.986,lag,ff
567,lag_ff,0.981,lag,ff
568,lag_ff,0.989,lag,ff
569,lag_ff,0.97,lag,ff
570,lag_ff,0.95,lag,ff
571,lag_ff,0.987,lag,ff
572,lag_ff,0.982,lag,ff
573,lag_ff,0.962,lag,ff
574,lag_ff,0.978,lag,ff
575,lag_ff,0.981,lag,ff
576,lag_ff,0.97,lag,ff
577,lag_ff,0.918,lag,ff
578,lag_ff,0.968,lag,ff
579,lag_ff,0.988,lag,ff
580,lag_ff,0.964,lag,ff
581,lag_ff,0.908,lag,ff
582,lag_ff,0.945,lag,ff
583,lag_ff,0.985,lag,ff
584,lag_ff,0.983,lag,ff
585,lag_ff,0.942,lag,ff
586,lag_ff,0.897,lag,ff
587,lag_ff,0.955,lag,ff
588,lag_ff,0.953,lag,ff
589,lag_ff,0.964,lag,ff
590,lag_ff,0.942,lag,ff
591,lag_ff,0.933,lag,ff
592,lag_ff,0.939,lag,ff
593,lag_ff,0.888,lag,ff
594,lag_ff,0.975,lag,ff
595,lag_ff,0.981,lag,ff
596,lag_ff,0.975,lag,ff
597,lag_ff,0.969,lag,ff
598,lag_ff,0.99,lag,ff
599,lag_ff,0.963,lag,ff
600,lag_ff,0.912,lag,ff
601,lag_ff,0.939,lag,ff
602,lag_ff,0.978,lag,ff
603,lag_ff,0.974,lag,ff
604,lag_ff,0.977,lag,ff
605,lag_ff,0.963,lag,ff
606,lag_ff,0.971,lag,ff
607,lag_ff,0.959,lag,ff
608,lag_ff,0.912,lag,ff
609,lag_ff,0.933,lag,ff
610,lag_ff,0.957,lag,ff
611,lag_ff,0.954,lag,ff
612,lag_ff,0.921,lag,ff
613,lag_ff,0.859,lag,ff
614,lag_ff,0.921,lag,ff
615,lag_ff,0.977,lag,ff
616,lag_ff,0.986,lag,ff
617,lag_ff,0.945,lag,ff
618,lag_ff,0.904,lag,ff
619,lag_ff,0.972,lag,ff
620,lag_ff,0.973,lag,ff
621,lag_ff,0.921,lag,ff
622,lag_ff,0.912,lag,ff
623,lag_ff,0.904,lag,ff
624,lag_ff,0.938,lag,ff
625,lag_ff,0.938,lag,ff
626,lag_ff,0.925,lag,ff
627,lag_ff,0.883,lag,ff
628,lag_ff,0.916,lag,ff
629,lag_ff,0.956,lag,ff
630,lag_ff,0.987,lag,ff
631,lag_ff,0.954,lag,ff
632,lag_ff,0.985,lag,ff
633,lag_ff,0.984,lag,ff
634,lag_ff,0.993,lag,ff
635,lag_ff,0.996,lag,ff
636,lag_ff,0.975,lag,ff
637,lag_ff,0.982,lag,ff
638,lag_ff,0.961,lag,ff
639,lag_ff,0.962,lag,ff
640,lag_ff,0.975,lag,ff
641,lag_ff,0.941,lag,ff
642,lag_ff,0.964,lag,ff
643,lag_ff,0.974,lag,ff
644,lag_ff,0.933,lag,ff
645,lag_ff,0.966,lag,ff
646,lag_ff,0.982,lag,ff
647,lag_ff,0.955,lag,ff
