date,lat,lon,precip,eto
1980-03-20,-2.375,-59.625,13.171875,2.0924737453460693
1980-03-21,-2.375,-60.125,15.9609375,3.3027420043945312
1980-03-21,-2.375,-59.875,16.46875,3.2757203578948975
1980-03-21,-2.375,-59.625,15.4140625,3.234395742416382
1980-03-22,-2.375,-60.125,13.90625,3.071401357650757
1980-03-22,-2.375,-59.875,14.5078125,3.0685482025146484
1980-03-22,-2.375,-59.625,13.2265625,3.0675413608551025
1980-03-23,-2.375,-60.125,8.65625,4.201335906982422
1980-03-23,-2.375,-59.875,7.88671875,4.146357536315918
1980-03-23,-2.375,-59.625,8.6484375,4.02518892288208
1980-03-24,-2.375,-60.125,3.373046875,4.281614303588867
1980-03-24,-2.375,-59.875,3.33203125,4.236425399780273
1980-03-24,-2.375,-59.625,3.787109375,4.146675109863281
1980-03-25,-2.375,-60.125,4.27734375,4.5598673820495605
1980-03-25,-2.375,-59.875,2.568359375,4.558406352996826
1980-03-25,-2.375,-59.625,1.9384765625,4.5555877685546875
1980-03-26,-2.375,-60.125,4.73828125,2.463277816772461
1980-03-26,-2.375,-59.875,3.685546875,2.471914291381836
1980-03-26,-2.375,-59.625,3.69140625,2.487644910812378
1980-03-27,-2.375,-60.125,15.859375,3.4470927715301514
1980-03-27,-2.375,-59.875,17.375,3.4883463382720947
1980-03-27,-2.375,-59.625,18.140625,3.527571678161621
1980-03-28,-2.375,-60.125,1.96875,3.997843027114868
1980-03-28,-2.375,-59.875,1.69921875,4.007038116455078
1980-03-28,-2.375,-59.625,2.314453125,4.0219879150390625
1980-03-29,-2.375,-60.125,3.619140625,2.580217123031616
1980-03-29,-2.375,-59.875,3.2109375,2.623016357421875
1980-03-29,-2.375,-59.625,3.044921875,2.6893317699432373
1980-03-30,-2.375,-60.125,12.40625,3.7518656253814697
1980-03-30,-2.375,-59.875,18.078125,3.7369282245635986
1980-03-30,-2.375,-59.625,23.1875,3.711348533630371
1980-03-31,-2.375,-60.125,1.23046875,3.27752685546875
1980-03-31,-2.375,-59.875,2.474609375,3.2418806552886963
1980-03-31,-2.375,-59.625,3.48046875,3.1903491020202637
1980-04-01,-2.375,-60.125,8.4296875,2.18957781791687
1980-04-01,-2.375,-59.875,7.0390625,2.26344633102417
1980-04-01,-2.375,-59.625,6.18359375,2.381294012069702
1980-04-02,-2.375,-60.125,12.515625,2.467784881591797
1980-04-02,-2.375,-59.875,16.3125,2.4740326404571533
1980-04-02,-2.375,-59.625,18.421875,2.48622989654541
1980-04-03,-2.375,-60.125,3.931640625,2.495136022567749
1980-04-03,-2.375,-59.875,3.07421875,2.453603506088257
1980-04-03,-2.375,-59.625,4.00390625,2.408773899078369
1980-04-04,-2.375,-60.125,3.669921875,2.631446123123169
1980-04-04,-2.375,-59.875,3.953125,2.6137447357177734
1980-04-04,-2.375,-59.625,5.17578125,2.590028762817383
1980-04-05,-2.375,-60.125,2.0859375,3.0097272396087646
1980-04-05,-2.375,-59.875,1.783203125,3.008997678756714
1980-04-05,-2.375,-59.625,1.6484375,3.02242112159729
1980-04-06,-2.375,-60.125,18.265625,2.4416134357452393
1980-04-06,-2.375,-59.875,20.1875,2.472676992416382
1980-04-06,-2.375,-59.625,19.140625,2.5197675228118896
1980-04-07,-2.375,-60.125,22.015625,2.6263420581817627
1980-04-07,-2.375,-59.875,25.15625,2.5791096687316895
1980-04-07,-2.375,-59.625,28.609375,2.522340774536133
1980-04-08,-2.375,-60.125,0.84228515625,4.538532733917236
1980-04-08,-2.375,-59.875,0.90673828125,4.536225318908691
1980-04-08,-2.375,-59.625,0.98779296875,4.531643867492676
1980-04-09,-2.375,-60.125,1.4931640625,5.260058879852295
1980-04-09,-2.375,-59.875,1.310546875,5.2000732421875
1980-04-09,-2.375,-59.625,1.08984375,5.1093549728393555
1980-04-10,-2.375,-60.125,0.045867919921875,4.038666725158691
1980-04-10,-2.375,-59.875,0.022430419921875,3.9521825313568115
1980-04-10,-2.375,-59.625,0.0164794921875,3.8207054138183594
1980-04-11,-2.375,-60.125,3.48046875,4.08711051940918
1980-04-11,-2.375,-59.875,2.927734375,4.054294109344482
1980-04-11,-2.375,-59.625,3.306640625,4.003058433532715
1980-04-12,-2.375,-60.125,30.34375,2.039630889892578
1980-04-12,-2.375,-59.875,27.734375,2.0348479747772217
1980-04-12,-2.375,-59.625,28.515625,2.0322318077087402
1980-04-13,-2.375,-60.125,15.2109375,2.2673707008361816
1980-04-13,-2.375,-59.875,21.078125,2.2316033840179443
1980-04-13,-2.375,-59.625,23.84375,2.2017431259155273
1980-04-14,-2.375,-60.125,15.8125,4.620157718658447
1980-04-14,-2.375,-59.875,15.34375,4.542712688446045
1980-04-14,-2.375,-59.625,16.75,4.4240617752075195
1980-04-15,-2.375,-60.125,0.258544921875,3.5116333961486816
1980-04-15,-2.375,-59.875,0.297119140625,3.572399616241455
1980-04-15,-2.375,-59.625,0.289794921875,3.6650261878967285
1980-04-16,-2.375,-60.125,3.232421875,4.050112247467041
1980-04-16,-2.375,-59.875,2.365234375,4.009180545806885
1980-04-16,-2.375,-59.625,1.9482421875,3.944305896759033
